CODGEO;sous_seg1;Seg1
64294;1;1.0
642940000;1;1.0
64295;2_1;2.0
642950000;2_1;2.0
64296;2_1;2.0
642960000;2_1;2.0
64297;2_2;2.0
642970000;2_2;2.0
64298;2_1;2.0
642980000;2_1;2.0
64299;1;1.0
642990000;1;1.0
64300;3_1;3.0
643000000;3_1;3.0
64301;2_3;2.0
643010000;2_3;2.0
64302;1;1.0
643020000;1;1.0
64303;2_3;2.0
643030000;2_3;2.0
64304;3_3;3.0
643040000;3_3;3.0
64305;2_3;2.0
643050000;2_3;2.0
64306;2_2;2.0
643060000;2_2;2.0
64307;2_1;2.0
643070000;2_1;2.0
64308;2_1;2.0
643080000;2_1;2.0
64309;1;1.0
643090000;1;1.0
64310;2_3;2.0
643100000;2_3;2.0
64311;1;1.0
643110000;1;1.0
64312;2_2;2.0
643120000;2_2;2.0
64313;2_3;2.0
643130000;2_3;2.0
64314;2_3;2.0
643140000;2_3;2.0
64315;3_3;3.0
643150000;3_3;3.0
64316;2_3;2.0
643160000;2_3;2.0
64317;3_1;3.0
643170000;3_1;3.0
64318;2_1;2.0
643180000;2_1;2.0
64319;1;1.0
643190000;1;1.0
64320;5;5.0
643200000;5;5.0
64321;3_1;3.0
643210000;3_1;3.0
64322;1;1.0
643220000;1;1.0
64323;2_3;2.0
643230000;2_3;2.0
64324;2_3;2.0
643240000;2_3;2.0
64325;2_1;2.0
643250000;2_1;2.0
64326;2_1;2.0
643260000;2_1;2.0
64327;2_3;2.0
643270000;2_3;2.0
64328;3_2;3.0
643280000;3_2;3.0
64329;3_3;3.0
643290000;3_3;3.0
64330;2_1;2.0
643300000;2_1;2.0
64331;5;5.0
643310000;5;5.0
64332;2_1;2.0
643320000;2_1;2.0
64334;2_3;2.0
643340000;2_3;2.0
64335;8_2;8.0
643350000;8_2;8.0
64336;2_3;2.0
643360000;2_3;2.0
64337;2_1;2.0
643370000;2_1;2.0
64338;1;1.0
643380000;1;1.0
64339;2_3;2.0
643390000;2_3;2.0
64340;2_1;2.0
643400000;2_1;2.0
64341;2_1;2.0
643410000;2_1;2.0
64342;2_1;2.0
643420000;2_1;2.0
64343;2_3;2.0
643430000;2_3;2.0
64344;2_3;2.0
643440000;2_3;2.0
64345;1;1.0
643450000;1;1.0
64346;2_1;2.0
643460000;2_1;2.0
64347;1;1.0
643470000;1;1.0
643480101;5;5.0
643480102;6_1;6.0
643480103;6_1;6.0
643480104;4;4.0
643480105;5;5.0
64349;1;1.0
643490000;1;1.0
64350;2_3;2.0
643500000;2_3;2.0
64351;2_1;2.0
643510000;2_1;2.0
64352;2_1;2.0
643520000;2_1;2.0
64353;3_1;3.0
643530000;3_1;3.0
64354;2_1;2.0
643540000;2_1;2.0
64355;2_1;2.0
643550000;2_1;2.0
64356;2_1;2.0
643560000;2_1;2.0
64357;2_1;2.0
643570000;2_1;2.0
64358;1;1.0
643580000;1;1.0
64359;1;1.0
643590000;1;1.0
64360;1;1.0
643600000;1;1.0
64361;2_1;2.0
643610000;2_1;2.0
64362;2_2;2.0
643620000;2_2;2.0
64363;1;1.0
643630000;1;1.0
64364;1;1.0
643640000;1;1.0
64365;2_3;2.0
643650000;2_3;2.0
64366;2_1;2.0
643660000;2_1;2.0
64367;2_3;2.0
643670000;2_3;2.0
64368;1;1.0
643680000;1;1.0
64369;2_1;2.0
643690000;2_1;2.0
64370;3_3;3.0
643700000;3_3;3.0
64371;8_1;8.0
643710000;8_1;8.0
64372;2_1;2.0
643720000;2_1;2.0
64373;5;5.0
643730000;5;5.0
64374;2_3;2.0
643740000;2_3;2.0
64375;2_2;2.0
643750000;2_2;2.0
64376;3_3;3.0
643760000;3_3;3.0
64377;3_1;3.0
643770000;3_1;3.0
64378;1;1.0
643780000;1;1.0
64379;2_1;2.0
643790000;2_1;2.0
64380;2_1;2.0
643800000;2_1;2.0
64381;2_3;2.0
643810000;2_3;2.0
64382;1;1.0
643820000;1;1.0
64383;2_1;2.0
643830000;2_1;2.0
64385;3_1;3.0
643850000;3_1;3.0
64386;3_2;3.0
643860000;3_2;3.0
64387;1;1.0
643870000;1;1.0
64388;2_1;2.0
643880000;2_1;2.0
64389;2_1;2.0
643890000;2_1;2.0
64390;1;1.0
643900000;1;1.0
64391;1;1.0
643910000;1;1.0
64392;2_1;2.0
643920000;2_1;2.0
64393;5;5.0
643930000;5;5.0
64394;1;1.0
643940000;1;1.0
64395;1;1.0
643950000;1;1.0
64396;2_3;2.0
643960000;2_3;2.0
64397;2_1;2.0
643970000;2_1;2.0
64398;1;1.0
643980000;1;1.0
64399;3_3;3.0
643990000;3_3;3.0
64400;3_2;3.0
644000000;3_2;3.0
64401;2_1;2.0
644010000;2_1;2.0
64403;1;1.0
644030000;1;1.0
64404;2_3;2.0
644040000;2_3;2.0
64405;8_1;8.0
644050000;8_1;8.0
64406;2_1;2.0
644060000;2_1;2.0
64407;3_3;3.0
644070000;3_3;3.0
64408;2_1;2.0
644080000;2_1;2.0
64409;2_3;2.0
644090000;2_3;2.0
64410;8_1;8.0
644100000;8_1;8.0
64411;1;1.0
644110000;1;1.0
64412;1;1.0
644120000;1;1.0
64413;3_3;3.0
644130000;3_3;3.0
64414;1;1.0
644140000;1;1.0
64415;3_2;3.0
644150000;3_2;3.0
64416;5;5.0
644160000;5;5.0
64417;8_1;8.0
644170000;8_1;8.0
64418;3_2;3.0
644180000;3_2;3.0
64419;2_2;2.0
644190000;2_2;2.0
64420;1;1.0
644200000;1;1.0
64421;2_3;2.0
644210000;2_3;2.0
644220101;5;5.0
644220102;3_1;3.0
644220103;4;4.0
644220104;5;5.0
644220105;8_1;8.0
64423;1;1.0
644230000;1;1.0
64424;2_2;2.0
644240000;2_2;2.0
64425;1;1.0
644250000;1;1.0
64426;1;1.0
644260000;1;1.0
64427;1;1.0
644270000;1;1.0
64428;1;1.0
644280000;1;1.0
64429;1;1.0
644290000;1;1.0
644300101;3_1;3.0
644300102;5;5.0
644300103;4;4.0
644300104;3_2;3.0
644300105;8_1;8.0
64431;3_1;3.0
644310000;3_1;3.0
64432;1;1.0
644320000;1;1.0
64433;2_1;2.0
644330000;2_1;2.0
64434;1;1.0
644340000;1;1.0
64435;2_2;2.0
644350000;2_2;2.0
64436;2_2;2.0
644360000;2_2;2.0
64437;2_3;2.0
644370000;2_3;2.0
64438;2_2;2.0
644380000;2_2;2.0
64439;4;4.0
644390000;4;4.0
64440;1;1.0
644400000;1;1.0
64441;1;1.0
644410000;1;1.0
64442;1;1.0
644420000;1;1.0
64443;3_1;3.0
644430000;3_1;3.0
64444;3_3;3.0
644440000;3_3;3.0
644450101;8_2;8.0
644450102;8_2;8.0
644450103;6_1;6.0
644450104;4;4.0
644450105;4;4.0
644450106;4;4.0
644450107;4;4.0
644450108;6_1;6.0
644450201;6_1;6.0
644450202;6_1;6.0
644450203;6_1;6.0
644450204;4;4.0
644450205;4;4.0
644450206;4;4.0
644450301;4;4.0
644450302;5;5.0
644450303;4;4.0
644450304;4;4.0
644450305;4;4.0
644450306;3_2;3.0
644450307;4;4.0
644450401;4;4.0
644450402;6_1;6.0
644450403;5;5.0
644450404;6_1;6.0
644450405;4;4.0
644450501;8_2;8.0
644450502;6_1;6.0
644450503;4;4.0
644450601;6_1;6.0
644450602;8_1;8.0
64446;2_1;2.0
644460000;2_1;2.0
64447;2_1;2.0
644470000;2_1;2.0
64448;3_1;3.0
644480000;3_1;3.0
64449;1;1.0
644490000;1;1.0
64450;2_3;2.0
644500000;2_3;2.0
64451;2_1;2.0
644510000;2_1;2.0
64452;1;1.0
644520000;1;1.0
64453;5;5.0
644530000;5;5.0
64454;1;1.0
644540000;1;1.0
64455;2_1;2.0
644550000;2_1;2.0
64456;1;1.0
644560000;1;1.0
64457;2_3;2.0
644570000;2_3;2.0
64458;2_2;2.0
644580000;2_2;2.0
64459;1;1.0
644590000;1;1.0
64460;2_2;2.0
644600000;2_2;2.0
64461;5;5.0
644610000;5;5.0
64462;1;1.0
644620000;1;1.0
64463;2_3;2.0
644630000;2_3;2.0
64464;2_1;2.0
644640000;2_1;2.0
64465;1;1.0
644650000;1;1.0
64466;1;1.0
644660000;1;1.0
64467;3_3;3.0
644670000;3_3;3.0
64468;2_2;2.0
644680000;2_2;2.0
64469;1;1.0
644690000;1;1.0
64470;1;1.0
644700000;1;1.0
64471;2_3;2.0
644710000;2_3;2.0
64472;3_3;3.0
644720000;3_3;3.0
64473;1;1.0
644730000;1;1.0
64474;1;1.0
644740000;1;1.0
64475;2_3;2.0
644750000;2_3;2.0
64476;2_1;2.0
644760000;2_1;2.0
64477;3_1;3.0
644770000;3_1;3.0
64478;3_3;3.0
644780000;3_3;3.0
64479;1;1.0
644790000;1;1.0
64480;2_1;2.0
644800000;2_1;2.0
64481;2_3;2.0
644810000;2_3;2.0
64482;3_1;3.0
644820000;3_1;3.0
644830101;8_2;8.0
644830102;4;4.0
644830103;5;5.0
644830104;3_3;3.0
644830105;4;4.0
644830106;5;5.0
64484;3_1;3.0
644840000;3_1;3.0
64485;8_1;8.0
644850000;8_1;8.0
64486;2_1;2.0
644860000;2_1;2.0
64487;2_1;2.0
644870000;2_1;2.0
64488;1;1.0
644880000;1;1.0
64489;2_3;2.0
644890000;2_3;2.0
64490;1;1.0
644900000;1;1.0
64491;2_1;2.0
644910000;2_1;2.0
64492;1;1.0
644920000;1;1.0
64493;5;5.0
644930000;5;5.0
64494;1;1.0
644940000;1;1.0
64495;5;5.0
644950000;5;5.0
64496;5;5.0
644960000;5;5.0
64498;2_2;2.0
644980000;2_2;2.0
64499;8_1;8.0
644990000;8_1;8.0
64500;2_2;2.0
645000000;2_2;2.0
64501;1;1.0
645010000;1;1.0
64502;1;1.0
645020000;1;1.0
64503;2_1;2.0
645030000;2_1;2.0
64504;3_1;3.0
645040000;3_1;3.0
64505;1;1.0
645050000;1;1.0
64506;2_1;2.0
645060000;2_1;2.0
64507;1;1.0
645070000;1;1.0
64508;1;1.0
645080000;1;1.0
64509;2_3;2.0
645090000;2_3;2.0
64510;2_3;2.0
645100000;2_3;2.0
64511;3_1;3.0
645110000;3_1;3.0
64512;1;1.0
645120000;1;1.0
64513;5;5.0
645130000;5;5.0
64514;1;1.0
645140000;1;1.0
64515;2_1;2.0
645150000;2_1;2.0
64516;1;1.0
645160000;1;1.0
64517;2_2;2.0
645170000;2_2;2.0
64518;3_3;3.0
645180000;3_3;3.0
64519;8_1;8.0
645190000;8_1;8.0
64520;3_3;3.0
645200000;3_3;3.0
64521;2_2;2.0
645210000;2_2;2.0
64522;1;1.0
645220000;1;1.0
64523;3_1;3.0
645230000;3_1;3.0
64524;3_1;3.0
645240000;3_1;3.0
64525;3_3;3.0
645250000;3_3;3.0
64526;5;5.0
645260000;5;5.0
64527;2_3;2.0
645270000;2_3;2.0
64528;1;1.0
645280000;1;1.0
64529;2_1;2.0
645290000;2_1;2.0
64530;3_1;3.0
645300000;3_1;3.0
64531;2_1;2.0
645310000;2_1;2.0
64532;2_1;2.0
645320000;2_1;2.0
64533;3_1;3.0
645330000;3_1;3.0
64534;2_1;2.0
645340000;2_1;2.0
64535;1;1.0
645350000;1;1.0
64536;2_3;2.0
645360000;2_3;2.0
64537;1;1.0
645370000;1;1.0
64538;4;4.0
645380000;4;4.0
64539;1;1.0
645390000;1;1.0
64540;3_3;3.0
645400000;3_3;3.0
64541;2_2;2.0
645410000;2_2;2.0
64542;2_1;2.0
645420000;2_1;2.0
64543;2_1;2.0
645430000;2_1;2.0
64544;1;1.0
645440000;1;1.0
64545;8_1;8.0
645450000;8_1;8.0
64546;3_1;3.0
645460000;3_1;3.0
64547;5;5.0
645470000;5;5.0
64548;2_2;2.0
645480000;2_2;2.0
64549;3_3;3.0
645490000;3_3;3.0
64550;3_2;3.0
645500000;3_2;3.0
64551;2_3;2.0
645510000;2_3;2.0
64552;1;1.0
645520000;1;1.0
64554;1;1.0
645540000;1;1.0
64555;2_3;2.0
645550000;2_3;2.0
64556;1;1.0
645560000;1;1.0
64557;2_1;2.0
645570000;2_1;2.0
64558;4;4.0
645580000;4;4.0
64559;2_2;2.0
645590000;2_2;2.0
64560;1;1.0
645600000;1;1.0
65001;2_2;2.0
650010000;2_2;2.0
65002;3_3;3.0
650020000;3_3;3.0
65003;1;1.0
650030000;1;1.0
65004;2_2;2.0
650040000;2_2;2.0
65005;3_3;3.0
650050000;3_3;3.0
65006;3_1;3.0
650060000;3_1;3.0
65007;3_3;3.0
650070000;3_3;3.0
65009;1;1.0
650090000;1;1.0
65010;3_3;3.0
650100000;3_3;3.0
65011;2_2;2.0
650110000;2_2;2.0
65012;2_3;2.0
650120000;2_3;2.0
65013;1;1.0
650130000;1;1.0
65014;1;1.0
650140000;1;1.0
65015;2_1;2.0
650150000;2_1;2.0
65016;2_2;2.0
650160000;2_2;2.0
65017;2_3;2.0
650170000;2_3;2.0
65018;2_1;2.0
650180000;2_1;2.0
65019;3_3;3.0
650190000;3_3;3.0
65020;3_2;3.0
650200000;3_2;3.0
65021;1;1.0
650210000;1;1.0
65022;2_3;2.0
650220000;2_3;2.0
65023;2_1;2.0
650230000;2_1;2.0
65024;1;1.0
650240000;1;1.0
65025;8_1;8.0
650250000;8_1;8.0
65026;2_2;2.0
650260000;2_2;2.0
65027;1;1.0
650270000;1;1.0
65028;2_1;2.0
650280000;2_1;2.0
65029;2_3;2.0
650290000;2_3;2.0
65031;5;5.0
650310000;5;5.0
65032;3_1;3.0
650320000;3_1;3.0
65033;1;1.0
650330000;1;1.0
65034;2_1;2.0
650340000;2_1;2.0
65035;2_2;2.0
650350000;2_2;2.0
65036;1;1.0
650360000;1;1.0
65037;1;1.0
650370000;1;1.0
65038;2_2;2.0
650380000;2_2;2.0
65039;1;1.0
650390000;1;1.0
65040;3_2;3.0
650400000;3_2;3.0
65041;2_1;2.0
650410000;2_1;2.0
65042;2_1;2.0
650420000;2_1;2.0
65043;1;1.0
650430000;1;1.0
65044;1;1.0
650440000;1;1.0
65045;1;1.0
650450000;1;1.0
65046;1;1.0
650460000;1;1.0
65047;8_1;8.0
650470000;8_1;8.0
65048;3_3;3.0
650480000;3_3;3.0
65049;2_1;2.0
650490000;2_1;2.0
65050;1;1.0
650500000;1;1.0
65051;2_2;2.0
650510000;2_2;2.0
65052;1;1.0
650520000;1;1.0
65053;1;1.0
650530000;1;1.0
65054;1;1.0
650540000;1;1.0
65055;2_2;2.0
650550000;2_2;2.0
65056;4;4.0
650560000;4;4.0
65057;3_3;3.0
650570000;3_3;3.0
65058;1;1.0
650580000;1;1.0
65059;8_2;8.0
650590000;8_2;8.0
65060;1;1.0
650600000;1;1.0
65061;1;1.0
650610000;1;1.0
65062;4;4.0
650620000;4;4.0
65063;1;1.0
650630000;1;1.0
65064;1;1.0
650640000;1;1.0
65065;1;1.0
650650000;1;1.0
65066;2_2;2.0
650660000;2_2;2.0
65067;1;1.0
650670000;1;1.0
65068;2_2;2.0
650680000;2_2;2.0
65069;3_1;3.0
650690000;3_1;3.0
65070;1;1.0
650700000;1;1.0
65071;2_1;2.0
650710000;2_1;2.0
65072;3_1;3.0
650720000;3_1;3.0
65073;2_2;2.0
650730000;2_2;2.0
65074;1;1.0
650740000;1;1.0
65075;2_1;2.0
650750000;2_1;2.0
65076;1;1.0
650760000;1;1.0
65077;1;1.0
650770000;1;1.0
65078;3_2;3.0
650780000;3_2;3.0
65079;1;1.0
650790000;1;1.0
65080;3_3;3.0
650800000;3_3;3.0
65081;1;1.0
650810000;1;1.0
65082;1;1.0
650820000;1;1.0
65083;3_3;3.0
650830000;3_3;3.0
65084;1;1.0
650840000;1;1.0
65085;2_1;2.0
650850000;2_1;2.0
65086;2_2;2.0
650860000;2_2;2.0
65087;1;1.0
650870000;1;1.0
65088;2_2;2.0
650880000;2_2;2.0
65089;1;1.0
650890000;1;1.0
65090;1;1.0
650900000;1;1.0
65091;1;1.0
650910000;1;1.0
65092;2_3;2.0
650920000;2_3;2.0
65093;1;1.0
650930000;1;1.0
65094;1;1.0
650940000;1;1.0
65095;1;1.0
650950000;1;1.0
65096;1;1.0
650960000;1;1.0
65097;1;1.0
650970000;1;1.0
65098;2_2;2.0
650980000;2_2;2.0
65099;2_3;2.0
650990000;2_3;2.0
65100;8_1;8.0
651000000;8_1;8.0
65101;3_1;3.0
651010000;3_1;3.0
65102;1;1.0
651020000;1;1.0
65103;1;1.0
651030000;1;1.0
65104;3_3;3.0
651040000;3_3;3.0
65105;2_1;2.0
651050000;2_1;2.0
65106;3_1;3.0
651060000;3_1;3.0
65107;2_2;2.0
651070000;2_2;2.0
65108;3_3;3.0
651080000;3_3;3.0
65109;1;1.0
651090000;1;1.0
65110;1;1.0
651100000;1;1.0
65111;2_1;2.0
651110000;2_1;2.0
65112;1;1.0
651120000;1;1.0
65113;2_3;2.0
651130000;2_3;2.0
65114;1;1.0
651140000;1;1.0
65115;3_1;3.0
651150000;3_1;3.0
65116;2_2;2.0
651160000;2_2;2.0
65117;2_1;2.0
651170000;2_1;2.0
65118;1;1.0
651180000;1;1.0
65119;3_2;3.0
651190000;3_2;3.0
65120;3_3;3.0
651200000;3_3;3.0
65121;3_2;3.0
651210000;3_2;3.0
65122;2_2;2.0
651220000;2_2;2.0
65123;2_3;2.0
651230000;2_3;2.0
65124;2_1;2.0
651240000;2_1;2.0
65125;3_1;3.0
651250000;3_1;3.0
65126;2_3;2.0
651260000;2_3;2.0
65127;5;5.0
651270000;5;5.0
65128;1;1.0
651280000;1;1.0
65129;5;5.0
651290000;5;5.0
65130;2_3;2.0
651300000;2_3;2.0
65131;1;1.0
651310000;1;1.0
65132;2_2;2.0
651320000;2_2;2.0
65133;1;1.0
651330000;1;1.0
65134;1;1.0
651340000;1;1.0
65135;1;1.0
651350000;1;1.0
65136;1;1.0
651360000;1;1.0
65137;1;1.0
651370000;1;1.0
65138;5;5.0
651380000;5;5.0
65139;1;1.0
651390000;1;1.0
65140;1;1.0
651400000;1;1.0
65141;2_1;2.0
651410000;2_1;2.0
65142;2_3;2.0
651420000;2_3;2.0
65143;2_2;2.0
651430000;2_2;2.0
65144;1;1.0
651440000;1;1.0
65145;2_1;2.0
651450000;2_1;2.0
65146;3_1;3.0
651460000;3_1;3.0
65147;2_3;2.0
651470000;2_3;2.0
65148;2_1;2.0
651480000;2_1;2.0
65149;2_2;2.0
651490000;2_2;2.0
65150;3_2;3.0
651500000;3_2;3.0
65151;1;1.0
651510000;1;1.0
65153;1;1.0
651530000;1;1.0
65154;1;1.0
651540000;1;1.0
65155;2_2;2.0
651550000;2_2;2.0
65156;1;1.0
651560000;1;1.0
65157;2_1;2.0
651570000;2_1;2.0
65158;1;1.0
651580000;1;1.0
65159;2_2;2.0
651590000;2_2;2.0
65160;2_1;2.0
651600000;2_1;2.0
65161;1;1.0
651610000;1;1.0
65162;1;1.0
651620000;1;1.0
65163;2_1;2.0
651630000;2_1;2.0
65164;1;1.0
651640000;1;1.0
65165;2_3;2.0
651650000;2_3;2.0
65166;1;1.0
651660000;1;1.0
65167;1;1.0
651670000;1;1.0
65168;5;5.0
651680000;5;5.0
65169;2_3;2.0
651690000;2_3;2.0
65170;1;1.0
651700000;1;1.0
65171;2_1;2.0
651710000;2_1;2.0
65172;2_1;2.0
651720000;2_1;2.0
65173;2_1;2.0
651730000;2_1;2.0
65174;2_1;2.0
651740000;2_1;2.0
65175;1;1.0
651750000;1;1.0
65176;2_1;2.0
651760000;2_1;2.0
65177;2_1;2.0
651770000;2_1;2.0
65178;3_1;3.0
651780000;3_1;3.0
65179;1;1.0
651790000;1;1.0
65180;1;1.0
651800000;1;1.0
65181;1;1.0
651810000;1;1.0
65182;1;1.0
651820000;1;1.0
65183;3_1;3.0
651830000;3_1;3.0
65184;1;1.0
651840000;1;1.0
65185;1;1.0
651850000;1;1.0
65186;2_1;2.0
651860000;2_1;2.0
65187;3_1;3.0
651870000;3_1;3.0
65188;3_1;3.0
651880000;3_1;3.0
65189;3_3;3.0
651890000;3_3;3.0
65190;1;1.0
651900000;1;1.0
65191;1;1.0
651910000;1;1.0
65192;2_3;2.0
651920000;2_3;2.0
65193;1;1.0
651930000;1;1.0
65194;1;1.0
651940000;1;1.0
65195;2_3;2.0
651950000;2_3;2.0
65196;1;1.0
651960000;1;1.0
65197;3_2;3.0
651970000;3_2;3.0
65198;2_2;2.0
651980000;2_2;2.0
65199;3_1;3.0
651990000;3_1;3.0
65200;1;1.0
652000000;1;1.0
65201;1;1.0
652010000;1;1.0
65202;2_2;2.0
652020000;2_2;2.0
65203;3_3;3.0
652030000;3_3;3.0
65204;1;1.0
652040000;1;1.0
65205;2_1;2.0
652050000;2_1;2.0
65206;1;1.0
652060000;1;1.0
65207;1;1.0
652070000;1;1.0
65208;2_1;2.0
652080000;2_1;2.0
65209;2_2;2.0
652090000;2_2;2.0
65210;2_1;2.0
652100000;2_1;2.0
65211;2_1;2.0
652110000;2_1;2.0
65212;2_2;2.0
652120000;2_2;2.0
65213;1;1.0
652130000;1;1.0
65214;2_3;2.0
652140000;2_3;2.0
65215;1;1.0
652150000;1;1.0
65216;2_2;2.0
652160000;2_2;2.0
65217;1;1.0
652170000;1;1.0
65218;2_3;2.0
652180000;2_3;2.0
65219;1;1.0
652190000;1;1.0
65220;3_3;3.0
652200000;3_3;3.0
65221;1;1.0
652210000;1;1.0
65222;1;1.0
652220000;1;1.0
65223;3_1;3.0
652230000;3_1;3.0
65224;1;1.0
652240000;1;1.0
65225;3_3;3.0
652250000;3_3;3.0
65226;8_2;8.0
652260000;8_2;8.0
65228;2_1;2.0
652280000;2_1;2.0
65229;1;1.0
652290000;1;1.0
65230;1;1.0
652300000;1;1.0
65231;1;1.0
652310000;1;1.0
65232;1;1.0
652320000;1;1.0
65233;3_2;3.0
652330000;3_2;3.0
65234;2_1;2.0
652340000;2_1;2.0
65235;5;5.0
652350000;5;5.0
65236;3_2;3.0
652360000;3_2;3.0
65237;1;1.0
652370000;1;1.0
65238;2_2;2.0
652380000;2_2;2.0
65239;1;1.0
652390000;1;1.0
65240;1;1.0
652400000;1;1.0
65241;2_1;2.0
652410000;2_1;2.0
65242;1;1.0
652420000;1;1.0
65243;1;1.0
652430000;1;1.0
65244;3_3;3.0
652440000;3_3;3.0
65245;2_2;2.0
652450000;2_2;2.0
65247;1;1.0
652470000;1;1.0
65248;1;1.0
652480000;1;1.0
65249;1;1.0
652490000;1;1.0
65250;3_1;3.0
652500000;3_1;3.0
65251;5;5.0
652510000;5;5.0
65252;1;1.0
652520000;1;1.0
65253;1;1.0
652530000;1;1.0
65254;1;1.0
652540000;1;1.0
65255;1;1.0
652550000;1;1.0
65256;2_2;2.0
652560000;2_2;2.0
65257;3_3;3.0
652570000;3_3;3.0
65258;8_2;8.0
652580000;8_2;8.0
65259;3_3;3.0
652590000;3_3;3.0
65260;2_3;2.0
652600000;2_3;2.0
65261;1;1.0
652610000;1;1.0
65262;1;1.0
652620000;1;1.0
65263;2_2;2.0
652630000;2_2;2.0
65264;1;1.0
652640000;1;1.0
65265;3_3;3.0
652650000;3_3;3.0
65266;1;1.0
652660000;1;1.0
65267;2_2;2.0
652670000;2_2;2.0
65268;3_3;3.0
652680000;3_3;3.0
65269;1;1.0
652690000;1;1.0
65270;3_3;3.0
652700000;3_3;3.0
65271;3_2;3.0
652710000;3_2;3.0
65272;1;1.0
652720000;1;1.0
65273;2_2;2.0
652730000;2_2;2.0
65274;1;1.0
652740000;1;1.0
65275;1;1.0
652750000;1;1.0
65276;3_3;3.0
652760000;3_3;3.0
65277;1;1.0
652770000;1;1.0
65278;2_1;2.0
652780000;2_1;2.0
65279;1;1.0
652790000;1;1.0
65280;2_2;2.0
652800000;2_2;2.0
65281;1;1.0
652810000;1;1.0
65282;3_1;3.0
652820000;3_1;3.0
65283;1;1.0
652830000;1;1.0
65284;3_3;3.0
652840000;3_3;3.0
65285;1;1.0
652850000;1;1.0
652860101;5;5.0
652860102;8_2;8.0
652860103;5;5.0
652860104;3_1;3.0
652860105;5;5.0
652860106;2_2;2.0
652860107;2_2;2.0
652860108;3_1;3.0
652860109;2_3;2.0
652860110;4;4.0
65287;5;5.0
652870000;5;5.0
65288;2_1;2.0
652880000;2_1;2.0
65289;2_1;2.0
652890000;2_1;2.0
65290;1;1.0
652900000;1;1.0
65291;3_2;3.0
652910000;3_2;3.0
65292;1;1.0
652920000;1;1.0
65293;2_1;2.0
652930000;2_1;2.0
65294;2_2;2.0
652940000;2_2;2.0
65295;5;5.0
652950000;5;5.0
65296;3_1;3.0
652960000;3_1;3.0
65297;1;1.0
652970000;1;1.0
65298;1;1.0
652980000;1;1.0
65299;1;1.0
652990000;1;1.0
65300;1;1.0
653000000;1;1.0
65301;2_1;2.0
653010000;2_1;2.0
65303;1;1.0
653030000;1;1.0
65304;5;5.0
653040000;5;5.0
65305;2_3;2.0
653050000;2_3;2.0
65306;1;1.0
653060000;1;1.0
65307;2_2;2.0
653070000;2_2;2.0
65308;1;1.0
653080000;1;1.0
65309;1;1.0
653090000;1;1.0
65310;2_2;2.0
653100000;2_2;2.0
65311;1;1.0
653110000;1;1.0
65312;1;1.0
653120000;1;1.0
65313;3_3;3.0
653130000;3_3;3.0
65314;1;1.0
653140000;1;1.0
65315;2_3;2.0
653150000;2_3;2.0
65316;2_1;2.0
653160000;2_1;2.0
65317;2_1;2.0
653170000;2_1;2.0
65318;1;1.0
653180000;1;1.0
65319;1;1.0
653190000;1;1.0
65320;3_2;3.0
653200000;3_2;3.0
65321;3_3;3.0
653210000;3_3;3.0
65322;1;1.0
653220000;1;1.0
65323;1;1.0
653230000;1;1.0
65324;1;1.0
653240000;1;1.0
65325;1;1.0
653250000;1;1.0
65326;2_3;2.0
653260000;2_3;2.0
65327;1;1.0
653270000;1;1.0
65328;2_2;2.0
653280000;2_2;2.0
65329;1;1.0
653290000;1;1.0
65330;2_2;2.0
653300000;2_2;2.0
65331;5;5.0
653310000;5;5.0
65332;3_3;3.0
653320000;3_3;3.0
65333;2_1;2.0
653330000;2_1;2.0
65334;3_2;3.0
653340000;3_2;3.0
65335;2_2;2.0
653350000;2_2;2.0
65336;2_1;2.0
653360000;2_1;2.0
65337;1;1.0
653370000;1;1.0
65338;1;1.0
653380000;1;1.0
65339;1;1.0
653390000;1;1.0
65340;4;4.0
653400000;4;4.0
65341;1;1.0
653410000;1;1.0
65342;1;1.0
653420000;1;1.0
65343;3_2;3.0
653430000;3_2;3.0
65344;2_3;2.0
653440000;2_3;2.0
65345;1;1.0
653450000;1;1.0
65346;2_3;2.0
653460000;2_3;2.0
65347;1;1.0
653470000;1;1.0
65348;1;1.0
653480000;1;1.0
65349;1;1.0
653490000;1;1.0
65350;3_3;3.0
653500000;3_3;3.0
65351;1;1.0
653510000;1;1.0
65352;2_2;2.0
653520000;2_2;2.0
65353;2_2;2.0
653530000;2_2;2.0
65354;1;1.0
653540000;1;1.0
65355;1;1.0
653550000;1;1.0
65356;1;1.0
653560000;1;1.0
65357;2_1;2.0
653570000;2_1;2.0
65358;2_1;2.0
653580000;2_1;2.0
65359;1;1.0
653590000;1;1.0
65360;1;1.0
653600000;1;1.0
65361;1;1.0
653610000;1;1.0
65362;3_1;3.0
653620000;3_1;3.0
65363;2_3;2.0
653630000;2_3;2.0
65364;3_3;3.0
653640000;3_3;3.0
65366;3_2;3.0
653660000;3_2;3.0
65367;2_1;2.0
653670000;2_1;2.0
65368;1;1.0
653680000;1;1.0
65369;3_3;3.0
653690000;3_3;3.0
65370;5;5.0
653700000;5;5.0
65371;2_2;2.0
653710000;2_2;2.0
65372;2_3;2.0
653720000;2_3;2.0
65373;2_2;2.0
653730000;2_2;2.0
65374;1;1.0
653740000;1;1.0
65375;5;5.0
653750000;5;5.0
65376;2_3;2.0
653760000;2_3;2.0
65377;2_3;2.0
