CODGEO;sous_seg1;Seg1
212310502;6_1;6.0
212310503;6_1;6.0
212310601;6_1;6.0
212310701;6_1;6.0
212310702;6_1;6.0
212310703;6_1;6.0
212310704;6_1;6.0
212310801;6_1;6.0
212310802;6_1;6.0
212310803;6_1;6.0
212310804;6_1;6.0
212310901;6_1;6.0
212311001;6_1;6.0
212311002;6_1;6.0
212311003;6_1;6.0
212311004;6_1;6.0
212311005;6_1;6.0
212311006;6_1;6.0
212311101;6_1;6.0
212311201;6_1;6.0
212311202;6_1;6.0
212311203;6_1;6.0
212311204;6_1;6.0
212311301;6_1;6.0
212311302;6_1;6.0
212311303;6_1;6.0
212311401;6_1;6.0
212311402;6_1;6.0
212311501;6_1;6.0
212311502;6_1;6.0
212311503;6_1;6.0
212311601;6_1;6.0
212311602;6_1;6.0
212311603;6_1;6.0
212311604;6_1;6.0
212311701;6_1;6.0
212311702;4;4.0
212311703;6_1;6.0
212311704;6_1;6.0
212311801;6_1;6.0
212311802;6_1;6.0
212311803;6_1;6.0
212311804;6_1;6.0
212312001;4;4.0
212312002;4;4.0
212312003;4;4.0
212319801;5;5.0
212319802;6_1;6.0
212319803;6_1;6.0
212319804;6_1;6.0
212319901;6_1;6.0
21232;2_3;2.0
212320000;2_3;2.0
21233;2_1;2.0
212330000;2_1;2.0
21234;2_1;2.0
212340000;2_1;2.0
21235;2_1;2.0
212350000;2_1;2.0
21236;2_2;2.0
212360000;2_2;2.0
21237;2_1;2.0
212370000;2_1;2.0
21238;1;1.0
212380000;1;1.0
21239;2_1;2.0
212390000;2_1;2.0
21240;2_2;2.0
212400000;2_2;2.0
21241;3_3;3.0
212410000;3_3;3.0
21242;1;1.0
212420000;1;1.0
21243;1;1.0
212430000;1;1.0
21244;1;1.0
212440000;1;1.0
21245;1;1.0
212450000;1;1.0
21246;1;1.0
212460000;1;1.0
21247;4;4.0
212470000;4;4.0
21248;1;1.0
212480000;1;1.0
21249;2_3;2.0
212490000;2_3;2.0
21250;2_1;2.0
212500000;2_1;2.0
21251;1;1.0
212510000;1;1.0
21252;1;1.0
212520000;1;1.0
21253;2_1;2.0
212530000;2_1;2.0
21254;2_3;2.0
212540000;2_3;2.0
21255;1;1.0
212550000;1;1.0
21256;1;1.0
212560000;1;1.0
21257;2_1;2.0
212570000;2_1;2.0
21258;1;1.0
212580000;1;1.0
21259;3_1;3.0
212590000;3_1;3.0
21260;2_1;2.0
212600000;2_1;2.0
21261;3_3;3.0
212610000;3_3;3.0
21262;2_1;2.0
212620000;2_1;2.0
21263;3_3;3.0
212630000;3_3;3.0
21264;1;1.0
212640000;1;1.0
21265;3_3;3.0
212650000;3_3;3.0
21266;2_1;2.0
212660000;2_1;2.0
21267;2_2;2.0
212670000;2_2;2.0
21268;3_3;3.0
212680000;3_3;3.0
21269;1;1.0
212690000;1;1.0
21270;3_3;3.0
212700000;3_3;3.0
21271;2_3;2.0
212710000;2_3;2.0
21272;1;1.0
212720000;1;1.0
21273;3_1;3.0
212730000;3_1;3.0
21274;1;1.0
212740000;1;1.0
21275;2_1;2.0
212750000;2_1;2.0
21276;2_1;2.0
212760000;2_1;2.0
21277;3_1;3.0
212770000;3_1;3.0
21278;8_1;8.0
212780000;8_1;8.0
21279;2_1;2.0
212790000;2_1;2.0
21280;2_1;2.0
212800000;2_1;2.0
21281;2_1;2.0
212810000;2_1;2.0
21282;2_1;2.0
212820000;2_1;2.0
21283;2_1;2.0
212830000;2_1;2.0
21284;2_1;2.0
212840000;2_1;2.0
21285;1;1.0
212850000;1;1.0
21286;2_1;2.0
212860000;2_1;2.0
21287;1;1.0
212870000;1;1.0
21288;2_1;2.0
212880000;2_1;2.0
21289;1;1.0
212890000;1;1.0
21290;1;1.0
212900000;1;1.0
21291;2_3;2.0
212910000;2_3;2.0
21292;8_1;8.0
212920000;8_1;8.0
21293;2_1;2.0
212930000;2_1;2.0
21294;1;1.0
212940000;1;1.0
21295;3_1;3.0
212950000;3_1;3.0
21296;2_1;2.0
212960000;2_1;2.0
21297;3_1;3.0
212970000;3_1;3.0
21298;1;1.0
212980000;1;1.0
21299;2_1;2.0
212990000;2_1;2.0
21300;2_1;2.0
213000000;2_1;2.0
21301;3_1;3.0
213010000;3_1;3.0
21302;2_2;2.0
213020000;2_2;2.0
21303;2_1;2.0
213030000;2_1;2.0
21304;2_3;2.0
213040000;2_3;2.0
21305;2_3;2.0
213050000;2_3;2.0
21306;2_1;2.0
213060000;2_1;2.0
21307;2_2;2.0
213070000;2_2;2.0
21308;2_2;2.0
213080000;2_2;2.0
21309;2_1;2.0
213090000;2_1;2.0
21310;1;1.0
213100000;1;1.0
21311;1;1.0
213110000;1;1.0
21312;2_1;2.0
213120000;2_1;2.0
21313;2_1;2.0
213130000;2_1;2.0
21314;2_1;2.0
213140000;2_1;2.0
21315;3_3;3.0
213150000;3_3;3.0
21316;2_1;2.0
213160000;2_1;2.0
21317;8_1;8.0
213170000;8_1;8.0
21318;1;1.0
213180000;1;1.0
21319;2_2;2.0
213190000;2_2;2.0
21320;3_2;3.0
213200000;3_2;3.0
21321;2_1;2.0
213210000;2_1;2.0
21322;2_2;2.0
213220000;2_2;2.0
21323;2_1;2.0
213230000;2_1;2.0
21324;1;1.0
213240000;1;1.0
21325;2_2;2.0
213250000;2_2;2.0
21326;2_1;2.0
213260000;2_1;2.0
21327;1;1.0
213270000;1;1.0
21328;1;1.0
213280000;1;1.0
21329;2_2;2.0
213290000;2_2;2.0
21330;2_2;2.0
213300000;2_2;2.0
21331;2_2;2.0
213310000;2_2;2.0
21332;1;1.0
213320000;1;1.0
21333;3_2;3.0
213330000;3_2;3.0
21334;1;1.0
213340000;1;1.0
21335;1;1.0
213350000;1;1.0
21336;5;5.0
213360000;5;5.0
21337;2_3;2.0
213370000;2_3;2.0
21338;2_3;2.0
213380000;2_3;2.0
21339;2_1;2.0
213390000;2_1;2.0
21340;2_2;2.0
213400000;2_2;2.0
21341;2_2;2.0
213410000;2_2;2.0
21342;1;1.0
213420000;1;1.0
21343;2_1;2.0
213430000;2_1;2.0
21344;2_2;2.0
213440000;2_2;2.0
21345;2_1;2.0
213450000;2_1;2.0
21346;2_3;2.0
213460000;2_3;2.0
21347;3_2;3.0
213470000;3_2;3.0
21348;2_1;2.0
213480000;2_1;2.0
21349;3_1;3.0
213490000;3_1;3.0
21350;2_1;2.0
213500000;2_1;2.0
21351;2_3;2.0
213510000;2_3;2.0
21352;3_1;3.0
213520000;3_1;3.0
21353;3_1;3.0
213530000;3_1;3.0
21354;1;1.0
213540000;1;1.0
21355;8_1;8.0
213550000;8_1;8.0
21356;3_1;3.0
213560000;3_1;3.0
21357;2_1;2.0
213570000;2_1;2.0
21358;2_3;2.0
213580000;2_3;2.0
21359;2_1;2.0
213590000;2_1;2.0
21360;2_2;2.0
213600000;2_2;2.0
21361;3_2;3.0
213610000;3_2;3.0
21362;2_2;2.0
213620000;2_2;2.0
21363;2_2;2.0
213630000;2_2;2.0
21364;2_1;2.0
213640000;2_1;2.0
21365;1;1.0
213650000;1;1.0
21366;1;1.0
213660000;1;1.0
21367;2_3;2.0
213670000;2_3;2.0
21368;3_3;3.0
213680000;3_3;3.0
21369;1;1.0
213690000;1;1.0
21370;3_3;3.0
213700000;3_3;3.0
21371;3_2;3.0
213710000;3_2;3.0
21372;2_3;2.0
213720000;2_3;2.0
21373;3_1;3.0
213730000;3_1;3.0
21374;2_2;2.0
213740000;2_2;2.0
21375;2_1;2.0
213750000;2_1;2.0
21376;2_1;2.0
213760000;2_1;2.0
21377;1;1.0
213770000;1;1.0
21378;2_1;2.0
213780000;2_1;2.0
21379;1;1.0
213790000;1;1.0
21380;2_1;2.0
213800000;2_1;2.0
21381;2_1;2.0
213810000;2_1;2.0
21382;2_1;2.0
213820000;2_1;2.0
21383;3_1;3.0
213830000;3_1;3.0
21384;1;1.0
213840000;1;1.0
21385;1;1.0
213850000;1;1.0
21386;2_3;2.0
213860000;2_3;2.0
21387;3_3;3.0
213870000;3_3;3.0
21388;2_2;2.0
213880000;2_2;2.0
21389;2_2;2.0
213890000;2_2;2.0
21390;8_2;8.0
213900000;8_2;8.0
21391;2_3;2.0
213910000;2_3;2.0
21392;3_1;3.0
213920000;3_1;3.0
21393;2_2;2.0
213930000;2_2;2.0
21394;2_2;2.0
213940000;2_2;2.0
21395;2_1;2.0
213950000;2_1;2.0
21396;2_1;2.0
213960000;2_1;2.0
21397;1;1.0
213970000;1;1.0
21398;3_1;3.0
213980000;3_1;3.0
21399;1;1.0
213990000;1;1.0
21400;2_1;2.0
214000000;2_1;2.0
21401;1;1.0
214010000;1;1.0
21402;2_1;2.0
214020000;2_1;2.0
21403;2_1;2.0
214030000;2_1;2.0
21404;2_2;2.0
214040000;2_2;2.0
21405;3_1;3.0
214050000;3_1;3.0
21406;2_1;2.0
214060000;2_1;2.0
21407;1;1.0
214070000;1;1.0
21408;2_3;2.0
214080000;2_3;2.0
21409;2_2;2.0
214090000;2_2;2.0
21410;2_1;2.0
214100000;2_1;2.0
21411;1;1.0
214110000;1;1.0
21412;3_1;3.0
214120000;3_1;3.0
21413;2_2;2.0
214130000;2_2;2.0
21414;2_2;2.0
214140000;2_2;2.0
21415;2_1;2.0
214150000;2_1;2.0
21416;5;5.0
214160000;5;5.0
21417;2_3;2.0
214170000;2_3;2.0
21418;2_1;2.0
214180000;2_1;2.0
21419;2_3;2.0
214190000;2_3;2.0
21420;2_3;2.0
214200000;2_3;2.0
21421;2_1;2.0
214210000;2_1;2.0
21422;1;1.0
214220000;1;1.0
21423;1;1.0
214230000;1;1.0
21424;1;1.0
214240000;1;1.0
21425;8_1;8.0
214250000;8_1;8.0
21426;1;1.0
214260000;1;1.0
21427;1;1.0
214270000;1;1.0
21428;1;1.0
214280000;1;1.0
21429;1;1.0
214290000;1;1.0
21430;1;1.0
214300000;1;1.0
21431;1;1.0
214310000;1;1.0
21432;2_3;2.0
214320000;2_3;2.0
21433;2_1;2.0
214330000;2_1;2.0
21434;1;1.0
214340000;1;1.0
21435;2_2;2.0
214350000;2_2;2.0
21436;2_2;2.0
214360000;2_2;2.0
21437;2_1;2.0
214370000;2_1;2.0
21438;2_1;2.0
214380000;2_1;2.0
21439;1;1.0
214390000;1;1.0
21440;1;1.0
214400000;1;1.0
21441;2_2;2.0
214410000;2_2;2.0
21442;3_2;3.0
214420000;3_2;3.0
21444;1;1.0
214440000;1;1.0
21445;1;1.0
214450000;1;1.0
21446;1;1.0
214460000;1;1.0
21447;1;1.0
214470000;1;1.0
21448;2_2;2.0
214480000;2_2;2.0
21449;2_1;2.0
214490000;2_1;2.0
21450;1;1.0
214500000;1;1.0
21451;2_1;2.0
214510000;2_1;2.0
21452;4;4.0
214520000;4;4.0
21454;2_1;2.0
214540000;2_1;2.0
21455;1;1.0
214550000;1;1.0
21456;1;1.0
214560000;1;1.0
21457;2_1;2.0
214570000;2_1;2.0
21458;3_1;3.0
214580000;3_1;3.0
21459;2_1;2.0
214590000;2_1;2.0
21460;1;1.0
214600000;1;1.0
21461;5;5.0
214610000;5;5.0
21462;3_3;3.0
214620000;3_3;3.0
21463;1;1.0
214630000;1;1.0
21464;8_1;8.0
214640000;8_1;8.0
21465;1;1.0
214650000;1;1.0
21466;2_1;2.0
214660000;2_1;2.0
21467;2_1;2.0
214670000;2_1;2.0
21468;2_1;2.0
214680000;2_1;2.0
21469;3_3;3.0
214690000;3_3;3.0
21470;2_1;2.0
214700000;2_1;2.0
21471;2_1;2.0
214710000;2_1;2.0
21472;1;1.0
214720000;1;1.0
21473;3_3;3.0
214730000;3_3;3.0
21474;2_3;2.0
214740000;2_3;2.0
21475;2_3;2.0
214750000;2_3;2.0
21476;1;1.0
214760000;1;1.0
21477;2_1;2.0
214770000;2_1;2.0
21478;2_1;2.0
214780000;2_1;2.0
21479;2_1;2.0
214790000;2_1;2.0
21480;3_3;3.0
214800000;3_3;3.0
21481;4;4.0
214810000;4;4.0
21482;2_1;2.0
214820000;2_1;2.0
21483;1;1.0
214830000;1;1.0
21484;1;1.0
214840000;1;1.0
21485;4;4.0
214850000;4;4.0
21486;2_2;2.0
214860000;2_2;2.0
21487;1;1.0
214870000;1;1.0
21488;2_1;2.0
214880000;2_1;2.0
21489;2_1;2.0
214890000;2_1;2.0
21490;2_1;2.0
214900000;2_1;2.0
21491;2_1;2.0
214910000;2_1;2.0
21492;3_2;3.0
214920000;3_2;3.0
21493;1;1.0
214930000;1;1.0
21494;2_1;2.0
214940000;2_1;2.0
21495;3_1;3.0
214950000;3_1;3.0
21496;5;5.0
214960000;5;5.0
21497;2_2;2.0
214970000;2_2;2.0
21498;2_1;2.0
214980000;2_1;2.0
21499;2_3;2.0
214990000;2_3;2.0
21500;3_2;3.0
215000000;3_2;3.0
21501;8_1;8.0
215010000;8_1;8.0
21502;3_2;3.0
215020000;3_2;3.0
21503;2_1;2.0
215030000;2_1;2.0
21504;2_1;2.0
215040000;2_1;2.0
21505;3_1;3.0
215050000;3_1;3.0
21506;2_2;2.0
215060000;2_2;2.0
21507;1;1.0
215070000;1;1.0
21508;1;1.0
215080000;1;1.0
21510;3_2;3.0
215100000;3_2;3.0
21511;2_1;2.0
215110000;2_1;2.0
21512;2_3;2.0
215120000;2_3;2.0
21513;2_1;2.0
215130000;2_1;2.0
21514;2_1;2.0
215140000;2_1;2.0
21515;8_2;8.0
215150000;8_2;8.0
21516;1;1.0
215160000;1;1.0
21517;1;1.0
215170000;1;1.0
21518;1;1.0
215180000;1;1.0
21519;2_3;2.0
215190000;2_3;2.0
21520;2_1;2.0
215200000;2_1;2.0
21521;3_3;3.0
215210000;3_3;3.0
21522;2_3;2.0
215220000;2_3;2.0
21523;1;1.0
215230000;1;1.0
21524;2_1;2.0
215240000;2_1;2.0
21525;3_1;3.0
215250000;3_1;3.0
21526;2_1;2.0
215260000;2_1;2.0
21527;2_2;2.0
215270000;2_2;2.0
21528;2_1;2.0
215280000;2_1;2.0
21529;1;1.0
215290000;1;1.0
21530;1;1.0
215300000;1;1.0
21531;4;4.0
215310000;4;4.0
21532;3_3;3.0
215320000;3_3;3.0
21533;1;1.0
215330000;1;1.0
21534;3_1;3.0
215340000;3_1;3.0
21535;3_3;3.0
215350000;3_3;3.0
21536;2_3;2.0
215360000;2_3;2.0
21537;2_1;2.0
215370000;2_1;2.0
21538;2_1;2.0
215380000;2_1;2.0
21539;1;1.0
215390000;1;1.0
21540;8_1;8.0
215400000;8_1;8.0
21541;1;1.0
215410000;1;1.0
21542;1;1.0
215420000;1;1.0
21543;2_1;2.0
215430000;2_1;2.0
21544;2_1;2.0
215440000;2_1;2.0
21545;3_1;3.0
215450000;3_1;3.0
21546;1;1.0
215460000;1;1.0
21547;2_2;2.0
215470000;2_2;2.0
21548;2_1;2.0
215480000;2_1;2.0
21549;2_1;2.0
215490000;2_1;2.0
21550;1;1.0
215500000;1;1.0
21552;2_1;2.0
215520000;2_1;2.0
21553;2_1;2.0
215530000;2_1;2.0
21554;5;5.0
215540000;5;5.0
21555;2_3;2.0
215550000;2_3;2.0
21556;2_1;2.0
215560000;2_1;2.0
21557;2_1;2.0
215570000;2_1;2.0
21558;3_3;3.0
215580000;3_3;3.0
21559;2_3;2.0
215590000;2_3;2.0
21560;1;1.0
215600000;1;1.0
21561;2_1;2.0
215610000;2_1;2.0
21562;2_1;2.0
215620000;2_1;2.0
21563;2_1;2.0
215630000;2_1;2.0
21564;2_3;2.0
215640000;2_3;2.0
21565;3_3;3.0
215650000;3_3;3.0
21566;1;1.0
215660000;1;1.0
21567;2_2;2.0
215670000;2_2;2.0
21568;3_2;3.0
215680000;3_2;3.0
21569;1;1.0
215690000;1;1.0
21570;2_3;2.0
215700000;2_3;2.0
21571;2_1;2.0
215710000;2_1;2.0
21572;3_3;3.0
215720000;3_3;3.0
21573;3_1;3.0
215730000;3_1;3.0
21574;2_3;2.0
215740000;2_3;2.0
21575;1;1.0
215750000;1;1.0
21576;2_3;2.0
215760000;2_3;2.0
21577;5;5.0
215770000;5;5.0
21578;2_1;2.0
215780000;2_1;2.0
21579;2_3;2.0
215790000;2_3;2.0
21580;2_1;2.0
215800000;2_1;2.0
21581;1;1.0
215810000;1;1.0
21582;3_1;3.0
215820000;3_1;3.0
21583;1;1.0
215830000;1;1.0
21584;8_1;8.0
215840000;8_1;8.0
21585;2_3;2.0
215850000;2_3;2.0
21586;3_1;3.0
215860000;3_1;3.0
21587;1;1.0
215870000;1;1.0
21588;1;1.0
215880000;1;1.0
21589;2_1;2.0
215890000;2_1;2.0
21590;2_3;2.0
215900000;2_3;2.0
21591;1;1.0
215910000;1;1.0
21592;2_2;2.0
215920000;2_2;2.0
21593;2_1;2.0
215930000;2_1;2.0
21594;1;1.0
215940000;1;1.0
21595;1;1.0
215950000;1;1.0
21596;1;1.0
215960000;1;1.0
21597;2_2;2.0
215970000;2_2;2.0
21598;2_2;2.0
215980000;2_2;2.0
21599;5;5.0
215990000;5;5.0
21600;1;1.0
216000000;1;1.0
21601;2_1;2.0
216010000;2_1;2.0
21602;2_1;2.0
216020000;2_1;2.0
21603;8_1;8.0
216030000;8_1;8.0
21604;2_1;2.0
216040000;2_1;2.0
21605;3_1;3.0
216050000;3_1;3.0
21606;3_1;3.0
216060000;3_1;3.0
21607;8_1;8.0
216070000;8_1;8.0
21608;1;1.0
216080000;1;1.0
21609;1;1.0
216090000;1;1.0
21610;1;1.0
216100000;1;1.0
21611;5;5.0
216110000;5;5.0
21612;1;1.0
216120000;1;1.0
21613;1;1.0
216130000;1;1.0
21614;2_2;2.0
216140000;2_2;2.0
21615;2_1;2.0
216150000;2_1;2.0
21616;3_3;3.0
216160000;3_3;3.0
216170101;6_1;6.0
216170102;4;4.0
216170103;6_1;6.0
216170104;3_2;3.0
216170105;4;4.0
216170106;6_1;6.0
21618;2_3;2.0
216180000;2_3;2.0
21619;2_1;2.0
216190000;2_1;2.0
21620;1;1.0
216200000;1;1.0
21621;1;1.0
216210000;1;1.0
21622;2_2;2.0
216220000;2_2;2.0
21623;3_3;3.0
216230000;3_3;3.0
21624;1;1.0
216240000;1;1.0
21625;1;1.0
216250000;1;1.0
21626;2_1;2.0
216260000;2_1;2.0
21627;2_1;2.0
216270000;2_1;2.0
21628;2_1;2.0
216280000;2_1;2.0
21629;2_3;2.0
216290000;2_3;2.0
21630;2_2;2.0
216300000;2_2;2.0
21631;1;1.0
216310000;1;1.0
21632;2_3;2.0
216320000;2_3;2.0
21633;2_1;2.0
216330000;2_1;2.0
21634;2_2;2.0
216340000;2_2;2.0
21635;2_1;2.0
216350000;2_1;2.0
21636;2_3;2.0
216360000;2_3;2.0
21637;1;1.0
216370000;1;1.0
21638;3_1;3.0
216380000;3_1;3.0
21639;2_2;2.0
216390000;2_2;2.0
21640;1;1.0
216400000;1;1.0
21641;1;1.0
216410000;1;1.0
21642;3_1;3.0
216420000;3_1;3.0
21643;1;1.0
216430000;1;1.0
21644;1;1.0
216440000;1;1.0
21645;1;1.0
216450000;1;1.0
21646;2_1;2.0
216460000;2_1;2.0
21647;2_2;2.0
216470000;2_2;2.0
21648;2_1;2.0
216480000;2_1;2.0
21649;1;1.0
216490000;1;1.0
21650;1;1.0
216500000;1;1.0
21651;2_1;2.0
216510000;2_1;2.0
21652;1;1.0
216520000;1;1.0
21653;1;1.0
216530000;1;1.0
21655;2_1;2.0
216550000;2_1;2.0
21656;2_2;2.0
216560000;2_2;2.0
21657;3_3;3.0
216570000;3_3;3.0
21658;2_2;2.0
216580000;2_2;2.0
21659;2_1;2.0
216590000;2_1;2.0
21660;1;1.0
216600000;1;1.0
21661;3_1;3.0
216610000;3_1;3.0
21662;2_1;2.0
216620000;2_1;2.0
21663;8_1;8.0
216630000;8_1;8.0
21664;1;1.0
216640000;1;1.0
21665;2_1;2.0
216650000;2_1;2.0
21666;2_1;2.0
216660000;2_1;2.0
21667;2_1;2.0
216670000;2_1;2.0
21669;2_1;2.0
216690000;2_1;2.0
21670;2_3;2.0
216700000;2_3;2.0
21671;2_1;2.0
216710000;2_1;2.0
21672;2_1;2.0
216720000;2_1;2.0
21673;1;1.0
216730000;1;1.0
21674;2_1;2.0
216740000;2_1;2.0
21675;2_1;2.0
216750000;2_1;2.0
21676;1;1.0
216760000;1;1.0
21677;2_2;2.0
216770000;2_2;2.0
21678;2_1;2.0
216780000;2_1;2.0
21679;2_1;2.0
216790000;2_1;2.0
21680;2_3;2.0
216800000;2_3;2.0
21681;1;1.0
216810000;1;1.0
21682;2_1;2.0
216820000;2_1;2.0
21683;2_2;2.0
216830000;2_2;2.0
21684;3_2;3.0
216840000;3_2;3.0
21685;2_3;2.0
216850000;2_3;2.0
21686;1;1.0
216860000;1;1.0
21687;2_2;2.0
216870000;2_2;2.0
21688;2_2;2.0
216880000;2_2;2.0
21689;2_2;2.0
216890000;2_2;2.0
21690;2_1;2.0
216900000;2_1;2.0
21691;1;1.0
216910000;1;1.0
21692;1;1.0
216920000;1;1.0
21693;2_1;2.0
216930000;2_1;2.0
21694;2_1;2.0
216940000;2_1;2.0
21695;2_1;2.0
216950000;2_1;2.0
21696;1;1.0
216960000;1;1.0
21698;3_3;3.0
216980000;3_3;3.0
21699;3_1;3.0
216990000;3_1;3.0
21700;1;1.0
217000000;1;1.0
21701;3_3;3.0
217010000;3_3;3.0
21702;2_2;2.0
217020000;2_2;2.0
21703;2_1;2.0
217030000;2_1;2.0
21704;2_1;2.0
217040000;2_1;2.0
21705;2_1;2.0
217050000;2_1;2.0
21706;1;1.0
217060000;1;1.0
21707;2_3;2.0
217070000;2_3;2.0
21708;1;1.0
217080000;1;1.0
21709;1;1.0
217090000;1;1.0
21710;5;5.0
217100000;5;5.0
21711;1;1.0
217110000;1;1.0
21712;3_3;3.0
217120000;3_3;3.0
21713;2_1;2.0
217130000;2_1;2.0
21714;2_2;2.0
217140000;2_2;2.0
21715;1;1.0
217150000;1;1.0
21716;3_2;3.0
217160000;3_2;3.0
21717;2_3;2.0
217170000;2_3;2.0
22001;2_3;2.0
220010000;2_3;2.0
22002;3_2;3.0
220020000;3_2;3.0
22003;1;1.0
220030000;1;1.0
22004;8_1;8.0
220040000;8_1;8.0
22005;4;4.0
220050000;4;4.0
22006;2_3;2.0
220060000;2_3;2.0
22007;5;5.0
220070000;5;5.0
22008;3_3;3.0
220080000;3_3;3.0
22009;1;1.0
220090000;1;1.0
22011;3_1;3.0
220110000;3_1;3.0
22012;3_2;3.0
220120000;3_2;3.0
22013;5;5.0
220130000;5;5.0
22014;2_3;2.0
220140000;2_3;2.0
22015;3_1;3.0
220150000;3_1;3.0
22016;3_1;3.0
220160000;3_1;3.0
22018;2_3;2.0
220180000;2_3;2.0
22019;2_2;2.0
220190000;2_2;2.0
22020;5;5.0
220200000;5;5.0
22021;2_3;2.0
220210000;2_3;2.0
22023;2_3;2.0
220230000;2_3;2.0
22024;2_3;2.0
220240000;2_3;2.0
22025;8_1;8.0
220250000;8_1;8.0
22026;3_3;3.0
220260000;3_3;3.0
22027;2_3;2.0
220270000;2_3;2.0
22028;2_3;2.0
220280000;2_3;2.0
22029;1;1.0
220290000;1;1.0
22030;1;1.0
220300000;1;1.0
22031;2_3;2.0
220310000;2_3;2.0
22032;5;5.0
220320000;5;5.0
22033;2_1;2.0
220330000;2_1;2.0
22034;2_3;2.0
220340000;2_3;2.0
22035;3_2;3.0
220350000;3_2;3.0
22036;2_2;2.0
220360000;2_2;2.0
22037;2_3;2.0
220370000;2_3;2.0
22038;5;5.0
220380000;5;5.0
22039;3_1;3.0
220390000;3_1;3.0
22040;1;1.0
220400000;1;1.0
22041;2_1;2.0
220410000;2_1;2.0
22042;1;1.0
220420000;1;1.0
22043;2_1;2.0
220430000;2_1;2.0
22044;3_1;3.0
220440000;3_1;3.0
22045;1;1.0
220450000;1;1.0
22046;3_1;3.0
220460000;3_1;3.0
22047;5;5.0
220470000;5;5.0
22048;3_1;3.0
220480000;3_1;3.0
22049;2_3;2.0
220490000;2_3;2.0
220500101;3_1;3.0
220500102;3_2;3.0
220500103;3_2;3.0
220500104;5;5.0
220500106;8_2;8.0
22051;3_1;3.0
220510000;3_1;3.0
22052;1;1.0
220520000;1;1.0
22053;2_3;2.0
220530000;2_3;2.0
22054;8_1;8.0
220540000;8_1;8.0
22055;5;5.0
220550000;5;5.0
22056;3_1;3.0
220560000;3_1;3.0
22057;2_3;2.0
220570000;2_3;2.0
22058;1;1.0
220580000;1;1.0
22059;2_2;2.0
220590000;2_2;2.0
22060;2_3;2.0
220600000;2_3;2.0
22061;3_1;3.0
220610000;3_1;3.0
22062;1;1.0
220620000;1;1.0
22063;1;1.0
220630000;1;1.0
22064;5;5.0
220640000;5;5.0
22065;2_3;2.0
220650000;2_3;2.0
22066;2_3;2.0
220660000;2_3;2.0
22067;5;5.0
220670000;5;5.0
22068;1;1.0
220680000;1;1.0
22069;1;1.0
220690000;1;1.0
22070;8_2;8.0
220700000;8_2;8.0
22071;2_3;2.0
220710000;2_3;2.0
22072;1;1.0
220720000;1;1.0
22073;2_3;2.0
220730000;2_3;2.0
22074;1;1.0
220740000;1;1.0
22075;2_3;2.0
220750000;2_3;2.0
22076;3_1;3.0
220760000;3_1;3.0
22077;3_3;3.0
220770000;3_3;3.0
22078;3_2;3.0
220780000;3_2;3.0
22079;3_1;3.0
220790000;3_1;3.0
22080;2_3;2.0
220800000;2_3;2.0
22081;5;5.0
220810000;5;5.0
22082;1;1.0
220820000;1;1.0
22083;2_3;2.0
220830000;2_3;2.0
22084;3_1;3.0
220840000;3_1;3.0
22085;1;1.0
220850000;1;1.0
22086;3_2;3.0
220860000;3_2;3.0
22087;2_3;2.0
220870000;2_3;2.0
22088;2_1;2.0
220880000;2_1;2.0
22090;3_3;3.0
220900000;3_3;3.0
22091;2_3;2.0
220910000;2_3;2.0
22092;1;1.0
220920000;1;1.0
220930101;8_1;8.0
220930102;5;5.0
220930103;3_1;3.0
220930104;8_1;8.0
220930105;3_1;3.0
22094;2_3;2.0
220940000;2_3;2.0
22095;3_1;3.0
220950000;3_1;3.0
22096;2_3;2.0
220960000;2_3;2.0
22097;1;1.0
220970000;1;1.0
22098;2_3;2.0
220980000;2_3;2.0
22099;2_2;2.0
220990000;2_2;2.0
22100;2_3;2.0
221000000;2_3;2.0
22101;2_3;2.0
221010000;2_3;2.0
22102;2_3;2.0
221020000;2_3;2.0
22103;3_3;3.0
221030000;3_3;3.0
22104;2_1;2.0
221040000;2_1;2.0
22105;3_3;3.0
221050000;3_3;3.0
22106;8_2;8.0
221060000;8_2;8.0
22107;3_1;3.0
221070000;3_1;3.0
22108;1;1.0
221080000;1;1.0
22109;1;1.0
221090000;1;1.0
22110;2_3;2.0
221100000;2_3;2.0
22111;2_3;2.0
221110000;2_3;2.0
22112;2_2;2.0
221120000;2_2;2.0
221130101;5;5.0
221130102;4;4.0
221130103;5;5.0
221130104;8_2;8.0
221130105;5;5.0
221130106;8_1;8.0
221130107;4;4.0
221130108;3_2;3.0
22114;2_3;2.0
221140000;2_3;2.0
22115;2_3;2.0
221150000;2_3;2.0
22116;2_3;2.0
221160000;2_3;2.0
22117;2_3;2.0
221170000;2_3;2.0
22118;5;5.0
221180000;5;5.0
22119;2_3;2.0
221190000;2_3;2.0
22121;5;5.0
221210000;5;5.0
22122;2_3;2.0
221220000;2_3;2.0
22123;5;5.0
221230000;5;5.0
22124;1;1.0
221240000;1;1.0
22126;2_1;2.0
221260000;2_1;2.0
22127;5;5.0
221270000;5;5.0
22128;2_1;2.0
221280000;2_1;2.0
22129;1;1.0
221290000;1;1.0
22131;2_3;2.0
221310000;2_3;2.0
22132;1;1.0
221320000;1;1.0
22133;2_2;2.0
221330000;2_2;2.0
22134;3_1;3.0
221340000;3_1;3.0
22135;5;5.0
