codgeo;P10_POP0610;P10_POP1117;P10_POP1824;P10_POP2539;P10_POP4054;P10_POP5564;P10_POP6579;P10_POP80P
1001;58.297436;79.405128;37.189744;130.666667;179.917949;98.502564;97.497436;30.153846
1002;19.833333;11.333333;12.277778;51.944444;44.388889;27.388889;26.444444;12.277778
1004;910.4251360000001;1219.2451760000001;1362.27794;2829.261806;2738.913878;1389.0432569999998;1411.788187;673.310091
1005;105.0;176.0;131.0;303.0;382.0;188.0;154.0;49.0
1006;4.142857;10.357143;4.142857;20.714286;27.964286;20.714286;16.571429;6.214286
1007;161.574109;199.967755;139.776025;488.366172;507.115571;298.700179;276.82317;76.089084
1008;47.712329;67.684932;63.246575;153.123288;186.410959;78.780822;56.589041;19.972603
1009;22.598187;26.706949;17.462236;65.740181;66.767372;47.250755;52.386707;16.435045
1010;94.843779;79.966324;66.018709;201.775491;192.477081;112.510758;110.651076;37.193639
1011;21.685714;35.828571;16.971429;66.942857;80.142857;59.4;39.6;2.828571
1012;23.305466;11.652733;8.73955;52.437299;65.061093;44.66881;51.466238;20.392283
1013;13.24375;17.31875;2.0375;27.50625;35.65625;21.39375;19.35625;14.2625
1014;248.755084;354.931034;211.340701;601.663719;744.242853;547.058945;367.639206;137.456579
1015;33.490536;35.520265;20.297294;74.054112;106.560796;83.218907;76.114854;22.327024
1016;37.0;27.0;27.0;80.0;74.0;57.0;40.0;23.0
1017;25.0;20.0;29.0;86.0;78.0;58.0;59.0;30.0
1019;1.0;2.0;0.0;0.0;4.0;6.0;7.0;0.0
1021;124.292792;143.150696;98.147351;281.513476;302.087796;168.437537;102.933703;35.001732
1022;66.163765;88.876699;62.264462;191.667515;249.931129;148.127832;172.815804;64.188727
1023;10.0;4.0;7.0;15.0;13.0;8.0;7.0;4.0
1024;231.292605;303.040514;180.313826;623.073955;631.570418;324.753698;275.663023;84.96463
1025;244.993039;321.436643;184.665804;649.262777;680.973184;355.618216;227.492453;78.325019
1026;47.255834;62.337483;56.280521;123.669524;169.919915;104.551519;109.544712;85.239091
1027;117.916718;145.648314;593.856917;656.143253;354.869556;199.16678;109.9724;28.749908
1028;41.0;63.0;40.0;101.0;141.0;81.0;42.0;11.0
1029;33.070248;47.243212;41.265858;124.921443;144.684269;71.37235;68.845925;32.125384
1030;76.087409;77.088576;85.094142;187.216906;180.206229;96.111998;83.096831;20.023333
1031;242.581215;272.720489;390.910402;706.161926;641.832021;485.032663;371.111257;114.921269
1032;210.028983;270.228171;225.46316;739.338294;576.481419;288.132398;208.353066;49.972065
1033;747.864847;821.883737;944.385922;2628.033151;2149.349576;1254.723343;1440.723862;729.854595
1034;507.324612;790.9766030000001;643.578248;1585.074795;1700.166307;1036.936857;1106.19148;709.756836
1035;17.0;25.0;18.0;65.0;85.0;40.0;34.0;11.0
1036;32.184448;37.06088;30.233876;100.45449;106.306208;73.146473;67.294755;17.579269
1037;9.106561;20.236802;13.085458;56.320727;56.320727;45.327413;36.35778;13.96037
1038;61.856715;62.87076;33.463469;133.853876;160.219033;106.44689;74.02525;31.43538
1039;22.127119;30.556497;25.288136;57.951977;99.045198;56.898305;44.254237;17.912429
1040;34.0;44.0;21.0;105.0;99.0;36.0;40.0;15.0
1041;46.644258;62.868347;55.770308;145.002801;166.296919;73.008403;96.330532;24.336134
1042;15.870445;24.797571;12.894737;41.659919;52.57085;49.595142;22.813765;6.94332
1043;360.062345;475.486344;321.059455;741.813634;1056.073557;534.200303;495.862283;168.844018
1044;42.133929;44.294643;28.089286;92.910714;110.196429;66.982143;55.098214;6.482143
1045;23.6;22.573913;12.313043;59.513043;42.069565;22.573913;16.417391;8.208696
1046;70.237454;58.531212;51.70257;156.083231;198.0306;81.943696;77.066095;30.241126
1047;89.0;102.0;58.0;165.0;235.0;76.0;62.0;19.0
1049;213.0;326.0;248.0;504.0;664.0;308.0;316.0;100.0
1050;23.0;20.0;12.0;71.0;54.0;22.0;34.0;19.0
1051;0.0;8.263736;3.098901;14.461538;28.923077;15.494505;16.527473;3.098901
1052;22.925806;33.890323;11.96129;36.880645;74.758065;48.841935;48.841935;13.954839
1053;1879.8177890000002;2906.8997120000004;4993.358547999999;7495.757611000001;7294.263720999998;4768.710138000001;4934.757226;3015.3517370000004
1054;106.052055;111.408219;57.846575;259.238356;284.947945;111.408219;102.838356;19.282192
1056;22.416201;23.312849;5.379888;70.835196;52.005587;54.695531;44.832402;15.243017
1057;40.0;59.0;28.0;111.0;102.0;45.0;45.0;21.0
1058;79.0;78.0;57.0;144.0;167.0;95.0;99.0;26.0
1059;2.0;9.0;9.0;14.0;20.0;10.0;16.0;6.0
1060;34.062615;55.101289;28.051565;78.143646;105.19337;85.156538;65.119705;52.095764
1061;101.0;103.0;60.0;218.0;258.0;177.0;79.0;27.0
1062;56.363083;79.106082;47.463649;112.726166;164.145119;113.726736;58.340735;20.765346
1063;35.655172;41.597701;30.703065;91.118774;103.994253;92.109195;67.348659;18.818008
1064;68.0;89.0;48.0;210.0;200.0;94.0;71.0;27.0
1065;119.959375;172.115625;108.485;265.996875;403.689375;249.306875;175.245;49.026875
1066;5.142857;6.171429;6.171429;8.228571;20.571429;10.285714;9.257143;4.114286
1067;23.999971;32.999961;10.000304;46.999944;78.999906;19.999976;20.999975;10.999987
1068;51.0;52.0;43.0;147.0;139.0;79.0;90.0;82.0
1069;139.517241;140.513793;95.668966;315.906897;357.762069;154.465517;102.644828;21.924138
1071;328.222939;444.066329;247.316444;948.812529;981.91064;374.192538;243.638876;39.533855
1072;144.914768;242.391582;188.733035;480.464748;641.064922;343.871978;339.99859;163.842824
1073;58.26008;80.10761;35.372191;145.650199;235.080835;142.529124;118.600877;53.058287
1074;185.909738;226.884356;172.146488;529.184529;419.224107;208.303067;210.775857;151.281266
1075;106.0;130.0;93.0;216.0;293.0;142.0;84.0;21.0
1076;7.257143;8.164286;3.628571;17.235714;24.492857;24.492857;25.4;6.35
1077;7.16;12.274286;9.205714;28.64;29.662857;37.845714;19.434286;19.434286
1078;74.0;116.0;60.0;242.0;291.0;161.0;115.0;79.0
1079;47.921376;60.900081;32.945946;96.841113;151.75704;93.90419;129.85525;105.948714
1080;40.824034;30.866953;26.88412;94.592275;105.545064;61.733906;45.802575;12.944206
1081;44.065401;86.12783;32.047565;130.193231;168.246512;90.133776;45.065287;21.031214
1082;27.615928;158.615886;36.527012;92.370517;125.700084;60.945495;50.470488;22.854561
1083;79.975309;99.209877;45.555556;146.790123;223.728395;73.901235;66.814815;23.283951
1084;68.0;63.0;27.0;160.0;159.0;65.0;62.0;27.0
1085;24.834734;22.92437;19.103641;87.876751;62.086835;45.848739;38.207283;6.686275
1087;19.738516;19.738516;18.699647;52.982332;63.371025;31.166078;47.787986;12.466431
1088;85.905702;133.85307;53.940789;165.817982;259.714912;75.916667;47.947368;6.992325
1089;119.774125;216.951956;129.138069;341.891604;455.599108;190.091238;163.197518;50.589121
1090;26.035503;35.408284;19.786982;58.319527;90.60355;54.153846;28.118343;11.455621
1091;246.778848;334.345536;196.029972;574.158852;758.247913;400.450096;258.011047;113.159495
1092;135.387726;163.677699;94.973479;312.200055;332.396548;186.91589;157.615562;45.466027
1093;296.830828;446.73536;376.337715;817.029337;921.08981;559.910118;709.738209;470.693672
1094;37.721139;58.110945;37.721139;107.046477;169.235382;82.578711;90.734633;46.896552
1095;58.545455;49.460815;31.291536;153.429467;123.147335;69.648903;69.648903;22.206897
1096;75.631753;101.183021;63.367144;163.528115;244.270121;93.006615;94.028666;30.661521
1097;6.665072;24.755981;4.760766;32.373206;50.464115;34.277512;22.851675;10.473684
1098;53.038993;72.855346;41.631626;116.568554;173.729379;109.28302;106.160648;30.182929
1099;118.0;140.0;92.0;313.0;335.0;158.0;122.0;66.0
1100;2.012821;14.089744;3.019231;26.166667;32.205128;24.153846;27.173077;17.108974
1101;9.0;23.0;10.0;28.0;47.0;20.0;12.0;6.0
1102;84.623421;73.911596;68.555683;216.378875;203.524684;67.484501;84.623421;26.779564
1103;109.597371;110.612161;51.754314;310.525883;309.511093;123.804437;96.405094;22.32539
1104;33.830735;39.63029;23.198218;81.193764;92.792873;54.129176;47.363029;23.198218
1105;101.643013;180.924563;110.790884;193.121725;379.128438;161.596017;102.659443;39.640775
1106;10.179641;18.323353;3.053892;30.538922;29.520958;11.197605;34.610778;13.233533
1107;9.854015;9.854015;6.89781;22.664234;34.489051;21.678832;12.810219;3.941606
1108;74.264455;81.195804;49.509636;190.117004;201.999316;152.48968;180.102132;149.067325
1109;148.968149;163.552444;103.131796;575.037891;348.981329;166.67765;117.71609;36.460736
1110;7.061404;1.008772;4.035088;26.22807;25.219298;23.201754;12.105263;8.070175
1111;10.097087;7.067961;3.029126;14.135922;24.23301;19.184466;13.126214;3.029126
1112;35.0;37.0;26.0;97.0;91.0;33.0;28.0;16.0
1113;50.932629;76.898283;49.93395;129.828269;175.767503;82.890357;83.889036;34.953765
1114;25.027337;25.027337;25.027337;97.221578;98.184168;71.778775;69.486693;70.89282
1115;92.56;109.915;70.384167;274.7875;238.149167;118.5925;106.058333;42.423333
1116;29.492453;32.543396;40.679245;89.49434;106.783019;75.256604;90.511321;22.373585
1117;7.382813;17.929688;3.164063;21.09375;32.695313;16.875;16.875;3.164063
1118;71.034161;90.495575;62.394801;204.672946;256.44518;160.327468;160.688387;84.31126
1119;19.563559;26.771186;5.148305;48.394068;50.45339;22.652542;35.008475;12.355932
1121;10.420168;19.798319;3.12605;28.134454;28.134454;11.462185;7.294118;5.210084
1122;59.148127;80.200851;104.130486;129.305212;198.497105;118.293922;93.233489;33.082851
1123;79.547953;107.389736;52.700519;174.011146;243.627835;147.163712;130.259772;41.762675
1124;29.0;60.0;28.0;109.0;130.0;84.0;81.0;57.0
1125;34.134021;59.993127;36.202749;123.089347;140.67354;63.09622;63.09622;19.652921
1127;24.832653;30.006122;19.659184;108.642857;101.4;73.463265;62.081633;33.110204
1128;18.0;26.0;19.0;36.0;58.0;38.0;44.0;11.0
1129;21.0;20.0;18.0;28.0;70.0;52.0;25.0;17.0
1130;125.888294;120.122418;60.541699;265.230298;259.464422;155.678653;105.707728;45.166029
1133;23.0;45.0;21.0;57.0;90.0;51.0;46.0;17.0
1134;130.000432;184.00025;118.001053;296.000453;411.998902;246.999748;173.999414;55.999811
1135;137.066818;203.491506;108.599094;411.200453;470.244621;231.95923;130.740657;26.359003
1136;71.042184;86.265509;39.580645;159.337469;182.679901;95.399504;73.07196;31.461538
1138;196.0;242.0;195.0;518.0;588.0;365.0;400.0;158.0
1139;31.347657;24.269154;18.201865;78.851612;81.896824;60.672884;74.82989;44.493448
1140;43.367388;76.133859;42.403668;115.646369;162.868636;78.061299;76.635174;52.915301
1141;29.780488;32.758537;15.882927;64.52439;96.290244;62.539024;51.619512;21.839024
1142;314.553909;413.525699;344.931389;811.372699;887.806359;507.597896;340.031795;100.931628
1143;601.801219;703.923954;439.24839399999996;1697.1589159999999;1938.1943099999999;951.8907409999999;810.5077960000001;329.308352
1144;67.511468;76.191514;36.649083;179.387615;174.565367;79.084862;101.267202;49.186927
1145;100.290484;110.524207;72.659432;245.609349;298.824708;137.131886;108.477462;36.841402
1146;32.0;37.0;32.0;72.0;84.0;43.0;31.0;11.0
1147;40.688172;38.653763;27.464516;76.290323;110.875269;63.066667;68.152688;21.36129
1148;135.484768;169.622662;139.752004;317.909139;515.26884;301.907002;217.629075;82.144308
1149;73.0;95.0;64.0;152.0;250.0;143.0;87.0;17.0
1150;15.292683;18.35122;18.35122;42.819512;51.995122;18.35122;18.35122;7.136585
1151;96.0;100.0;47.0;200.0;221.0;172.0;160.0;58.0
1152;72.187013;62.161039;36.093506;147.381818;181.47013;102.264935;87.225974;25.064935
1153;139.987001;196.193903;60.448932;285.215878;442.231662;231.190653;93.324667;23.331167
1154;85.816794;92.968193;50.059796;165.503817;175.720102;70.492366;65.384224;16.346056
1155;8.0;12.0;9.0;25.0;34.0;13.0;20.0;12.0
1156;37.891808;71.573416;55.785162;121.043277;187.353941;78.941267;64.205564;12.630603
1157;179.840843;215.13065;142.55093;351.716869;459.746616;319.284802;237.740213;61.881778
1158;68.0;100.0;37.0;181.0;225.0;68.0;84.0;22.0
1159;191.039408;322.811441;209.461839;539.588751;752.975218;384.172016;384.005934;135.085166
1160;455.502377;651.362996;614.2029789999999;2089.389792;1763.8529050000002;906.95104;696.5095140000001;200.673454
1162;6.3;2.1;0.0;12.6;7.35;11.55;7.35;6.3
1163;127.0;198.0;113.0;318.0;438.0;229.0;229.0;135.0
1165;106.0;151.0;71.0;274.0;291.0;169.0;101.0;29.0
1166;125.627925;234.15813;172.859563;288.451378;524.655623;269.379187;204.044683;42.216141
1167;59.45;76.875;31.775;106.6;180.4;77.9;58.425;20.5
1169;68.13253;59.746988;40.879518;133.120482;148.843373;45.072289;35.638554;9.433735
1170;85.572687;141.602423;60.104626;166.051762;255.699339;73.348018;42.786344;21.393172
1171;92.897124;103.884956;46.948009;176.804204;234.740044;104.88385;52.941372;16.981195
1172;11.917808;12.910959;7.945205;21.849315;33.767123;21.849315;12.910959;10.924658
1173;727.144206;920.507337;833.2213959999999;2816.245387;2317.793591;893.693061;597.935446;330.500096
1174;12.0;17.0;15.0;17.0;41.0;16.0;19.0;12.0
1175;69.567222;80.820743;33.760563;172.895006;152.434059;95.143406;81.84379;30.691421
1176;3.084906;13.367925;6.169811;18.509434;30.849057;10.283019;16.45283;3.084906
1177;8.151899;6.113924;4.075949;42.797468;24.455696;25.474684;21.398734;6.113924
1179;136.0;175.0;112.0;343.0;442.0;247.0;205.0;78.0
1180;44.0;87.0;34.0;133.0;197.0;105.0;80.0;28.0
1181;109.768282;118.831718;58.408811;235.649339;272.910132;140.986784;86.606167;16.112775
1182;17.194842;34.389685;32.366762;56.641834;70.802292;45.515759;40.458453;24.275072
1183;89.734327;121.921641;93.63582;240.917162;289.685818;165.838071;138.502984;39.014925
1184;67.0;76.0;31.0;131.0;174.0;103.0;103.0;28.0
1185;151.397207;244.266524;338.804318;587.64279;902.280806;599.720859;608.503378;414.886162
1186;5.125;1.025;2.05;18.45;5.125;14.35;16.4;5.125
1187;15.249169;31.51495;17.282392;47.780731;80.312292;44.730897;32.531561;18.299003
1188;41.0;61.0;33.0;113.0;134.0;63.0;60.0;17.0
1189;85.242395;118.336502;72.205323;228.65019;231.658745;98.279468;90.256654;33.094106
1190;5.846154;5.846154;4.871795;15.589744;23.384615;23.384615;20.461538;5.846154
1191;7.763314;17.467456;6.792899;32.023669;32.023669;21.349112;19.408284;11.64497
1192;197.603038;251.223963;140.010193;506.426758;500.503434;239.335847;170.820221;47.663044
1193;10.945545;16.915842;6.965347;36.816832;42.787129;36.816832;30.846535;5.970297
1194;419.0;639.0;494.0;1039.0;1331.0;770.0;612.0;205.0
1195;108.576972;159.502454;86.477234;266.15771;319.004908;188.328199;162.608687;133.549701
1196;95.540892;86.766729;52.644981;233.977695;205.70539;110.164498;103.340149;50.695167
1197;23.753666;26.604106;16.152493;50.357771;77.912023;62.709677;31.354839;7.601173
1198;17.227468;23.927039;11.484979;53.596567;50.725322;25.841202;17.227468;4.785408
1199;143.270556;161.958019;164.034404;435.002629;410.086011;257.356632;204.255363;140.390902
1200;23.0;14.0;16.0;40.0;42.0;21.0;22.0;5.0
1202;436.103905;649.177503;479.91780800000004;1305.32908;1398.917778;834.389825;774.662699;351.787108
1203;75.802351;137.825399;73.8177;179.163311;277.55455;169.288591;99.407835;32.479788
1204;22.165323;24.092742;14.455645;47.221774;50.112903;37.584677;20.237903;2.891129
1205;73.896585;111.87122;60.554146;215.531707;252.48;95.449756;113.923902;42.08
1206;17.589354;21.498099;12.703422;42.996198;68.403042;31.269962;25.406844;14.657795
1207;22.612795;33.427609;29.494949;40.309764;80.619529;34.410774;23.59596;7.86532
1208;5.0;14.0;8.0;22.0;29.0;22.0;26.0;13.0
1209;43.024575;48.402647;23.663516;129.073724;129.073724;55.931947;64.536862;19.361059
1210;12.999731;14.99969;14.001262;47.002131;52.998903;23.999503;32.999317;9.999793
1211;104.897314;118.533965;75.526066;287.418641;284.271722;164.688784;130.07267;35.665087
1212;49.0;67.0;41.0;133.0;138.0;80.0;91.0;30.0
1213;102.042063;144.475397;110.124603;300.064286;320.270635;72.742857;88.907937;22.226984
1214;5.0;15.0;10.0;26.0;42.0;22.0;21.0;2.0
1215;3.051724;1.017241;1.017241;13.224138;12.206897;3.051724;13.224138;3.051724
1216;62.620814;60.663913;32.288857;155.573584;149.702883;135.074094;112.701641;81.774949
1218;7.583333;13.270833;4.739583;15.166667;19.90625;11.375;9.479167;4.739583
1219;12.081081;10.067568;11.074324;27.182432;40.27027;17.114865;15.101351;10.067568
1221;10.338983;1.033898;3.101695;25.847458;20.677966;22.745763;19.644068;10.338983
1224;223.492968;241.090839;177.098569;650.361331;490.700622;282.165845;201.735589;78.310528
1225;34.086735;46.117347;22.056122;58.147959;105.267857;52.132653;44.112245;8.020408
1227;41.0;32.0;21.0;93.0;99.0;48.0;30.0;21.0
1228;42.448083;86.886321;41.437414;128.354917;158.654188;76.810817;66.70413;22.23471
1229;73.972973;93.27027;53.603604;184.396396;222.990991;112.567568;88.981982;37.522523
1230;20.210526;25.263158;12.126316;44.463158;59.621053;40.421053;41.431579;19.2
1231;152.536998;169.824524;107.792812;363.038055;405.748414;271.515856;187.112051;110.843552
1232;125.807879;198.693584;123.83733;339.654618;483.389092;348.498979;281.558476;135.787067
1233;6.403101;6.403101;2.744186;21.953488;22.868217;9.147287;21.953488;10.976744
1234;9.801325;19.602649;7.84106;14.701987;37.245033;22.543046;28.423841;4.900662
1235;63.0;83.0;55.0;202.0;174.0;82.0;86.0;47.0
1236;74.482234;93.86802;65.299492;193.857868;195.898477;119.375635;126.517766;38.771574
1237;128.522397;218.589274;70.839117;274.24858;403.782965;211.505363;148.762145;33.395584
1238;216.0;271.0;155.0;396.0;587.0;360.0;225.0;37.0
1239;34.048;44.7488;34.048;124.5184;117.7088;97.28;82.688;16.5376
1240;46.0;57.0;23.0;138.0;174.0;82.0;52.0;17.0
1241;88.783251;101.751591;95.786619;240.515154;274.363446;211.488803;140.664267;49.878231
1242;14.308824;9.198529;7.154412;31.683824;30.661765;11.242647;9.198529;8.176471
1243;111.38191;114.419598;64.80402;229.851759;284.530151;154.922111;116.444724;24.301508
1244;512.0;705.0;658.0;1482.0;1552.0;744.0;681.0;303.0
1245;46.769325;62.690798;49.754601;159.214724;183.096933;106.474847;95.528834;37.813497
1246;130.862069;182.413793;157.62931;396.568965;412.413793;305.344828;214.137931;104.094828
1247;29.0;31.0;24.0;73.0;92.0;52.0;36.0;11.0
1248;149.0;310.0;178.0;302.0;633.0;213.0;127.0;24.0
1249;599.0;859.0;757.0;1717.0;2011.0;1054.0;927.0;460.0
1250;142.032612;171.62274;213.381071;288.996913;410.316436;226.926564;141.046275;43.398854
1252;49.614206;71.889972;33.413649;138.71727;181.243733;90.115599;75.940111;14.175487
1254;130.588563;181.424159;90.193725;262.177003;410.536954;295.42537;146.102373;35.248122
1255;35.0;35.0;22.0;96.0;113.0;63.0;64.0;32.0
1257;25.843373;33.795181;19.879518;55.662651;96.415663;32.801205;37.771084;11.927711
1258;83.416804;148.616145;78.622735;190.803954;304.902801;146.698517;65.199341;28.764415
1259;53.0;78.0;55.0;129.0;163.0;64.0;39.0;20.0
1260;21.0;25.0;18.0;35.0;71.0;26.0;28.0;4.0
1261;51.342857;86.578151;45.302521;86.578151;179.196639;63.423529;42.282353;10.067227
1262;426.79168100000004;606.559026;791.880175;1515.038551;1324.482856;720.709431;652.898979;284.156162
1263;330.0;335.0;231.0;748.0;775.0;443.0;428.0;198.0
1264;77.804598;89.92999;60.626959;211.183908;205.121212;102.055381;79.825496;39.407524
1265;240.434954;319.232964;240.434954;728.376478;745.540269;403.082128;373.785432;125.268631
1266;132.656579;172.855542;153.761034;412.013667;447.213466;301.487083;361.66728;221.559444
1267;99.314176;97.287356;62.831418;217.883142;216.869732;144.917625;107.421456;33.442529
1268;16.338983;24.508475;16.338983;37.783898;52.080508;39.826271;29.614407;12.254237
1269;223.267157;317.313154;332.977581;832.9021;633.277505;371.236341;328.206723;287.307004
1271;43.384615;51.456172;20.178891;110.9839;141.252236;75.670841;45.402504;28.250447
1272;94.774944;121.801459;114.199041;285.733512;293.952107;214.998177;157.771947;109.210807
1273;130.245278;134.192105;86.884521;311.812886;349.362075;206.221691;158.886939;57.228986
1274;57.82;49.98;59.78;139.16;108.78;81.34;61.74;14.7
1275;150.924182;240.689545;201.232243;409.369513;586.927374;328.482043;320.590583;58.199521
1276;101.061725;182.257993;132.830698;247.6781;417.03241;159.460973;119.848233;26.738599
1277;7.201439;8.230216;3.086331;39.093525;29.834532;16.460432;17.489209;5.143885
1279;7.913043;7.913043;4.945652;11.869565;22.75;9.891304;11.869565;8.902174
1280;8.294118;12.901961;4.607843;22.117647;33.176471;22.117647;12.901961;13.823529
1281;272.338697;380.101077;222.028829;730.233069;905.912787;408.786486;238.277622;93.766669
1282;17.0;29.0;18.0;47.0;52.0;43.0;20.0;14.0
1283;1545.7526619999999;2047.8239350000001;1736.245344;4585.590869;4294.300329000001;2867.5734549999997;2339.23294;1133.095794
1284;53.0;74.0;29.0;135.0;148.0;55.0;52.0;24.0
1285;77.96417;163.745769;64.277104;164.6934;299.012188;125.632522;107.128507;22.399597
1286;29.0;30.0;26.0;58.0;71.0;75.0;33.0;13.0
1288;165.431233;223.42724;103.632209;500.096717;570.452529;192.052351;138.810115;45.636202
1289;355.03756999999996;562.352348;514.523057;826.314263;1322.152361;877.2383090000001;908.9160649999999;395.75102400000003
1290;73.060682;134.111388;82.068163;159.13217;307.255195;205.170407;123.102244;61.050707
1291;64.41761;73.768553;51.949686;122.601258;203.642767;136.108176;99.743396;22.857862
1292;5.112035;5.112035;7.156848;21.470545;29.624868;22.492952;30.672207;6.134441
1293;17.689655;14.741379;8.844828;29.482759;44.224138;24.568966;12.775862;4.913793
1294;59.387991;46.731534;44.514604;177.807389;194.708474;115.765334;81.80659;34.075077
1295;35.674457;53.969051;24.697701;121.743803;100.620265;39.333376;21.038783;7.317837
1296;22.08;27.84;23.04;73.92;71.04;56.64;36.48;19.2
1297;61.236434;110.426357;58.224806;125.484496;224.868217;82.317829;53.205426;10.03876
1298;10.32;5.16;3.096;28.896;24.768;25.8;7.224;8.256
1299;29.669909;51.155016;35.494655;112.471772;141.583232;62.304501;41.947113;13.195685
1300;34.834448;31.848638;21.895938;102.518352;87.583754;45.782417;42.796607;11.943239
1301;167.019791;204.436407;141.713762;401.835535;543.573503;334.039583;325.941653;119.444457
1302;9.0;17.0;9.0;25.0;40.0;21.0;20.0;8.0
1303;127.652944;157.860893;104.317606;271.871538;354.751245;190.992192;200.736691;102.317246
1304;172.0;207.0;169.0;526.0;505.0;328.0;306.0;175.0
1305;117.991455;148.893049;185.964392;386.606335;368.024631;250.131875;333.610736;286.377477
1306;76.170457;149.903957;178.19515;291.589465;298.244888;174.578894;164.049554;170.150475
1307;53.566428;87.291207;63.491557;169.589723;196.364329;101.148513;99.173817;22.807998
1308;73.93598;66.747759;50.317542;175.597951;169.43662;105.769526;68.801536;18.483995
1309;8.608696;9.565217;3.826087;15.304348;20.086957;7.652174;12.434783;5.73913
1310;8.536089;6.63918;9.546224;50.655114;55.384892;46.478717;26.413352;15.120228
1311;1.058824;1.058824;0.0;7.411765;7.411765;1.058824;9.529412;4.235294
1312;10.0;19.0;14.0;55.0;45.0;24.0;15.0;14.0
1313;469.0;664.0;310.0;1346.0;1395.0;707.0;429.0;81.0
1314;112.093622;151.374293;89.100058;295.084064;347.819258;152.41558;143.709771;64.190365
1316;13.0;14.0;10.0;37.0;34.0;19.0;18.0;10.0
1317;20.0;20.0;21.0;44.0;64.0;22.0;34.0;12.0
1318;60.715839;81.618012;35.832298;107.496894;178.166149;76.641304;38.818323;7.962733
1319;40.0;36.0;24.0;92.0;108.0;59.0;51.0;15.0
1320;248.0;311.0;171.0;661.0;758.0;455.0;435.0;147.0
1321;74.095522;69.391045;35.283582;168.185075;154.071642;112.907463;83.504478;18.81791
1322;310.241708;460.437329;317.997336;607.699097;958.573825;500.938369;414.401357;243.187292
1323;63.258261;88.567022;48.700082;161.630788;193.909824;115.8478;136.376601;42.784034
1325;76.757608;92.70724;53.83001;167.471144;237.250787;146.537251;74.763903;13.955929
1328;32.663875;61.368493;51.972103;114.746453;113.071587;76.781788;49.705883;44.127799
1329;0.986667;9.866667;8.88;21.706667;38.48;25.653333;25.653333;7.893333
1330;13.0;27.0;6.0;21.0;56.0;26.0;24.0;20.0
1331;14.0;25.0;8.0;18.0;45.0;7.0;30.0;9.0
1332;46.734507;63.088958;30.970943;103.940383;185.677936;96.058601;60.647092;8.029504
1333;213.482353;324.776471;210.447059;441.129412;683.952941;460.312191;330.561807;148.267178
1334;48.357493;52.387284;28.208538;97.722434;138.005994;72.53624;45.33515;16.119164
1335;34.658065;18.348387;18.348387;68.296774;72.374194;34.658065;27.522581;6.116129
1336;67.0;109.0;61.0;221.0;223.0;147.0;129.0;32.0
1337;78.741701;113.311229;58.576144;192.05293;247.74828;159.403932;146.000266;60.496673
1338;58.210139;75.386902;27.673673;132.642777;167.950566;114.557439;88.746606;41.987642
1339;102.603235;143.4453;87.661017;193.252696;322.751925;195.24894;138.500096;109.852661
1340;6.15;5.125;8.2;16.4;27.675;16.4;20.5;11.275
1341;8.057971;6.043478;4.028986;25.181159;26.188406;20.144928;24.173913;16.115942
1342;52.0;55.0;38.0;101.0;145.0;55.0;40.0;2.0
1343;133.785047;163.408879;83.13785;333.507009;357.397196;206.411215;145.252336;64.981308
1344;321.153804;522.4889;332.821651;758.573829;1238.430985;797.635153;778.316859;313.781561
1345;146.0;199.0;164.0;432.0;474.0;287.0;231.0;81.0
1346;71.0;77.0;63.0;167.0;178.0;84.0;95.0;38.0
1347;142.0;221.0;106.0;264.0;466.0;283.0;141.0;42.0
1348;200.138845;295.989184;174.933082;494.571801;593.92854;334.463484;334.026992;122.374655
1349;28.111364;38.086364;30.831818;66.197727;84.334091;85.240909;33.552273;10.881818
1350;174.567296;211.834472;154.952993;409.938931;525.663319;335.40458;310.886701;121.608678
1351;133.006711;161.578523;95.567785;268.969128;335.965101;139.903356;129.065772;67.981208
1352;47.304158;38.615639;23.169384;103.296835;100.435622;70.473542;76.265888;26.065557
1353;127.721644;195.939504;107.55375;254.443389;387.424487;167.187512;106.488861;18.103106
1354;603.557475;695.826386;609.702906;2638.4279960000003;1746.141172;888.939834;688.3230100000001;168.536103
1355;32.85906;34.684564;26.469799;76.671141;94.013423;52.939597;34.684564;20.080537
1356;17.086735;21.107143;6.030612;50.255102;40.204082;27.137755;9.045918;5.02551
1357;36.0;33.0;39.0;100.0;95.0;65.0;44.0;24.0
1358;23.395466;29.244332;23.395466;79.934509;66.287154;60.438287;52.639798;16.571788
1359;14.180258;15.193133;19.244635;34.437768;65.83691;44.566524;18.23176;11.141631
1360;99.611844;135.493293;72.737831;329.079234;401.689953;184.387837;140.516255;23.906843
1361;118.166314;162.22833;83.116984;244.343904;398.560958;169.238196;113.159267;24.033827
1362;56.274769;71.281374;45.957728;136.935271;175.389696;84.412153;51.585205;15.006605
1363;114.569644;168.839475;85.424735;293.459088;390.943785;197.984385;170.849469;79.394753
1364;46.880574;70.973101;44.880049;127.290633;167.995794;99.153597;83.497766;49.054937
1365;78.635261;105.510604;66.695319;187.136669;242.873465;168.224391;102.529109;46.783004
1366;80.904711;83.760171;46.639186;204.641328;208.448608;88.519272;56.157388;16.180942
1367;40.513399;47.108604;32.976023;139.441467;127.19323;77.25811;85.737659;43.339915
1368;57.161247;72.662602;32.940379;149.200542;153.075881;78.47561;79.444444;15.501355
