codgeo;CLUSTER
23242;8.0
232420000;8.0
23243;8.0
232430000;8.0
23244;8.0
232440000;8.0
23245;8.0
232450000;8.0
23246;8.0
232460000;8.0
23247;10.0
232470000;10.0
23248;8.0
232480000;8.0
23249;8.0
232490000;8.0
23250;8.0
232500000;8.0
23251;8.0
232510000;8.0
23252;7.0
232520000;7.0
23253;8.0
232530000;8.0
23254;8.0
232540000;8.0
23255;7.0
232550000;7.0
23257;8.0
232570000;8.0
23258;8.0
232580000;8.0
23259;9.0
232590000;9.0
23260;8.0
232600000;8.0
23261;7.0
232610000;7.0
23262;10.0
232620000;10.0
23263;8.0
232630000;8.0
23264;7.0
232640000;7.0
23265;8.0
232650000;8.0
23266;8.0
232660000;8.0
24001;8.0
240010000;8.0
24002;9.0
240020000;9.0
24004;9.0
240040000;9.0
24005;8.0
240050000;8.0
24006;8.0
240060000;8.0
24007;8.0
240070000;8.0
24008;8.0
240080000;8.0
24009;8.0
240090000;8.0
24010;8.0
240100000;8.0
24011;8.0
240110000;8.0
24012;8.0
240120000;8.0
24013;6.0
240130000;6.0
24014;9.0
240140000;9.0
24015;9.0
240150000;9.0
24016;8.0
240160000;8.0
24018;9.0
240180000;9.0
24019;8.0
240190000;8.0
24020;10.0
240200000;10.0
24021;7.0
240210000;7.0
24022;9.0
240220000;9.0
24023;8.0
240230000;8.0
24024;8.0
240240000;8.0
24025;8.0
240250000;8.0
24026;8.0
240260000;8.0
24027;9.0
240270000;9.0
24028;7.0
240280000;7.0
24029;8.0
240290000;8.0
24030;8.0
240300000;8.0
24031;9.0
240310000;9.0
24032;8.0
240320000;8.0
24033;8.0
240330000;8.0
24034;8.0
240340000;8.0
24035;10.0
240350000;10.0
24036;7.0
240360000;7.0
240370101;7.0
240370102;2.0
240370103;10.0
240370104;8.0
240370105;2.0
240370106;10.0
240370107;7.0
240370108;10.0
240370109;8.0
240370110;3.0
240370111;7.0
240370112;1.0
240370113;1.0
24038;10.0
240380000;10.0
24039;8.0
240390000;8.0
24040;8.0
240400000;8.0
24041;8.0
240410000;8.0
24042;9.0
240420000;9.0
24043;10.0
240430000;10.0
24044;9.0
240440000;9.0
24045;8.0
240450000;8.0
24046;8.0
240460000;8.0
24047;8.0
240470000;8.0
24048;6.0
240480000;6.0
24050;10.0
240500000;10.0
24051;8.0
240510000;8.0
24052;9.0
240520000;9.0
240530101;2.0
240530102;10.0
24054;9.0
240540000;9.0
24055;8.0
240550000;8.0
24056;8.0
240560000;8.0
24057;8.0
240570000;8.0
24058;8.0
240580000;8.0
24059;8.0
240590000;8.0
24060;10.0
240600000;10.0
24061;8.0
240610000;8.0
24062;8.0
240620000;8.0
24063;8.0
240630000;8.0
24064;10.0
240640000;10.0
24065;6.0
240650000;6.0
24066;8.0
240660000;8.0
24067;7.0
240670000;7.0
24068;7.0
240680000;7.0
24069;9.0
240690000;9.0
24070;8.0
240700000;8.0
24071;8.0
240710000;8.0
24073;8.0
240730000;8.0
24074;8.0
240740000;8.0
24075;8.0
240750000;8.0
24076;8.0
240760000;8.0
24077;8.0
240770000;8.0
24079;8.0
240790000;8.0
24080;8.0
240800000;8.0
24081;8.0
240810000;8.0
24082;8.0
240820000;8.0
24083;8.0
240830000;8.0
24084;8.0
240840000;8.0
24085;9.0
240850000;9.0
24086;10.0
240860000;10.0
24087;8.0
240870000;8.0
24088;9.0
240880000;9.0
24089;10.0
240890000;10.0
24090;8.0
240900000;8.0
24091;10.0
240910000;10.0
24092;9.0
240920000;9.0
24093;9.0
240930000;9.0
24094;9.0
240940000;9.0
24095;8.0
240950000;8.0
24096;8.0
240960000;8.0
24097;8.0
240970000;8.0
24098;10.0
240980000;10.0
24099;8.0
240990000;8.0
24100;8.0
241000000;8.0
24101;8.0
241010000;8.0
24102;8.0
241020000;8.0
24103;8.0
241030000;8.0
24104;8.0
241040000;8.0
24105;8.0
241050000;8.0
24106;9.0
241060000;9.0
24107;8.0
241070000;8.0
24108;6.0
241080000;6.0
24109;8.0
241090000;8.0
24110;8.0
241100000;8.0
24111;8.0
241110000;8.0
24113;6.0
241130000;6.0
24114;8.0
241140000;8.0
24115;9.0
241150000;9.0
24116;8.0
241160000;8.0
24117;8.0
241170000;8.0
24118;8.0
241180000;8.0
24119;8.0
241190000;8.0
24120;8.0
241200000;8.0
24121;9.0
241210000;9.0
24122;8.0
241220000;8.0
24123;6.0
241230000;6.0
24124;8.0
241240000;8.0
24126;8.0
241260000;8.0
24127;8.0
241270000;8.0
24128;8.0
241280000;8.0
24129;8.0
241290000;8.0
24130;8.0
241300000;8.0
24131;8.0
241310000;8.0
24132;8.0
241320000;8.0
24133;8.0
241330000;8.0
24134;8.0
241340000;8.0
24135;6.0
241350000;6.0
24136;8.0
241360000;8.0
24137;8.0
241370000;8.0
241380101;4.0
241380102;8.0
241380103;10.0
241380104;10.0
24139;6.0
241390000;6.0
24140;6.0
241400000;6.0
24141;8.0
241410000;8.0
24142;8.0
241420000;8.0
24143;7.0
241430000;7.0
24144;8.0
241440000;8.0
24145;10.0
241450000;10.0
24146;9.0
241460000;9.0
24147;8.0
241470000;8.0
24148;8.0
241480000;8.0
24150;8.0
241500000;8.0
24151;9.0
241510000;9.0
24152;10.0
241520000;10.0
24153;6.0
241530000;6.0
24154;8.0
241540000;8.0
24155;8.0
241550000;8.0
24156;9.0
241560000;9.0
24157;8.0
241570000;8.0
24158;8.0
241580000;8.0
24159;8.0
241590000;8.0
24160;6.0
241600000;6.0
24161;8.0
241610000;8.0
24162;6.0
241620000;6.0
24163;8.0
241630000;8.0
24164;7.0
241640000;7.0
24165;8.0
241650000;8.0
24166;9.0
241660000;9.0
24167;8.0
241670000;8.0
24168;8.0
241680000;8.0
24170;6.0
241700000;6.0
24171;8.0
241710000;8.0
24172;7.0
241720000;7.0
24174;8.0
241740000;8.0
24175;6.0
241750000;6.0
24176;6.0
241760000;6.0
24177;8.0
241770000;8.0
24178;8.0
241780000;8.0
24179;6.0
241790000;6.0
24180;8.0
241800000;8.0
24181;9.0
241810000;9.0
24182;8.0
241820000;8.0
24183;7.0
241830000;7.0
24184;8.0
241840000;8.0
24186;8.0
241860000;8.0
24188;8.0
241880000;8.0
24189;6.0
241890000;6.0
24190;6.0
241900000;6.0
24191;8.0
241910000;8.0
24192;8.0
241920000;8.0
24193;8.0
241930000;8.0
24194;10.0
241940000;10.0
24195;8.0
241950000;8.0
24196;8.0
241960000;8.0
24197;8.0
241970000;8.0
24198;8.0
241980000;8.0
24199;8.0
241990000;8.0
24200;8.0
242000000;8.0
24202;8.0
242020000;8.0
24203;7.0
242030000;7.0
24204;8.0
242040000;8.0
24205;8.0
242050000;8.0
24206;8.0
242060000;8.0
24207;8.0
242070000;8.0
24208;9.0
242080000;9.0
24209;8.0
242090000;8.0
24210;10.0
242100000;10.0
24211;8.0
242110000;8.0
24212;7.0
242120000;7.0
24213;8.0
242130000;8.0
24214;8.0
242140000;8.0
24215;8.0
242150000;8.0
24216;8.0
242160000;8.0
24217;8.0
242170000;8.0
24218;10.0
242180000;10.0
24219;6.0
242190000;6.0
24220;9.0
242200000;9.0
24221;8.0
242210000;8.0
24222;8.0
242220000;8.0
24223;10.0
242230000;10.0
24224;8.0
242240000;8.0
24225;9.0
242250000;9.0
24226;8.0
242260000;8.0
24227;10.0
242270000;10.0
24228;8.0
242280000;8.0
24229;10.0
242290000;10.0
24230;6.0
242300000;6.0
24231;9.0
242310000;9.0
24232;8.0
242320000;8.0
24233;8.0
242330000;8.0
24234;8.0
242340000;8.0
24235;8.0
242350000;8.0
24236;6.0
242360000;6.0
24237;8.0
242370000;8.0
24238;9.0
242380000;9.0
24239;6.0
242390000;6.0
24240;7.0
242400000;7.0
24241;9.0
242410000;9.0
24242;8.0
242420000;8.0
24243;10.0
242430000;10.0
24244;8.0
242440000;8.0
24245;8.0
242450000;8.0
24246;8.0
242460000;8.0
24247;8.0
242470000;8.0
24248;8.0
242480000;8.0
24249;8.0
242490000;8.0
24251;9.0
242510000;9.0
24252;9.0
242520000;9.0
24253;8.0
242530000;8.0
24254;8.0
242540000;8.0
24255;8.0
242550000;8.0
24256;9.0
242560000;9.0
24257;8.0
242570000;8.0
24258;6.0
242580000;6.0
24259;6.0
242590000;6.0
24260;10.0
242600000;10.0
24261;8.0
242610000;8.0
24262;8.0
242620000;8.0
24263;8.0
242630000;8.0
24264;8.0
242640000;8.0
24266;9.0
242660000;9.0
24267;8.0
242670000;8.0
24268;8.0
242680000;8.0
24269;8.0
242690000;8.0
24270;6.0
242700000;6.0
24271;8.0
242710000;8.0
24272;9.0
242720000;9.0
24273;8.0
242730000;8.0
24274;8.0
242740000;8.0
24276;10.0
242760000;10.0
24277;6.0
242770000;6.0
24278;8.0
242780000;8.0
24279;8.0
242790000;8.0
24280;7.0
242800000;7.0
24281;8.0
242810000;8.0
24282;6.0
242820000;6.0
24283;8.0
242830000;8.0
24284;8.0
242840000;8.0
24285;8.0
242850000;8.0
24286;8.0
242860000;8.0
24287;8.0
242870000;8.0
24288;8.0
242880000;8.0
24289;8.0
242890000;8.0
24290;8.0
242900000;8.0
24291;7.0
242910000;7.0
24292;8.0
242920000;8.0
24293;8.0
242930000;8.0
242940101;8.0
242940102;7.0
24295;9.0
242950000;9.0
24296;10.0
242960000;10.0
24297;10.0
242970000;10.0
24298;8.0
242980000;8.0
24299;7.0
242990000;7.0
24300;9.0
243000000;9.0
24301;8.0
243010000;8.0
24302;8.0
243020000;8.0
24303;8.0
243030000;8.0
24304;8.0
243040000;8.0
24305;8.0
243050000;8.0
24306;9.0
243060000;9.0
24307;8.0
243070000;8.0
24308;10.0
243080000;10.0
24309;10.0
243090000;10.0
24310;9.0
243100000;9.0
24311;7.0
243110000;7.0
24312;10.0
243120000;10.0
24313;9.0
243130000;9.0
24314;8.0
243140000;8.0
24316;8.0
243160000;8.0
24317;8.0
243170000;8.0
24318;8.0
243180000;8.0
24319;8.0
243190000;8.0
24320;8.0
243200000;8.0
24321;10.0
243210000;10.0
243220101;1.0
243220102;1.0
243220103;1.0
243220104;3.0
243220105;1.0
243220106;1.0
243220107;3.0
243220108;1.0
243220109;1.0
243220110;1.0
243220111;1.0
243220112;5.0
24323;8.0
243230000;8.0
24324;9.0
243240000;9.0
24325;8.0
243250000;8.0
24326;8.0
243260000;8.0
24327;8.0
243270000;8.0
24328;7.0
243280000;7.0
24329;10.0
243290000;10.0
24330;7.0
243300000;7.0
24331;9.0
243310000;9.0
24333;7.0
243330000;7.0
24334;8.0
243340000;8.0
24335;10.0
243350000;10.0
24336;9.0
243360000;9.0
24337;8.0
243370000;8.0
24338;8.0
243380000;8.0
24339;8.0
243390000;8.0
24340;8.0
243400000;8.0
24341;8.0
243410000;8.0
24343;8.0
243430000;8.0
24344;6.0
243440000;6.0
24345;8.0
243450000;8.0
24346;8.0
243460000;8.0
24347;8.0
243470000;8.0
24348;8.0
243480000;8.0
24349;8.0
243490000;8.0
24350;8.0
243500000;8.0
24351;8.0
243510000;8.0
24352;7.0
243520000;7.0
24353;8.0
243530000;8.0
24354;10.0
243540000;10.0
24355;8.0
243550000;8.0
24356;8.0
243560000;8.0
24357;8.0
243570000;8.0
24359;9.0
243590000;9.0
24360;9.0
243600000;9.0
24361;8.0
243610000;8.0
24362;8.0
243620000;8.0
24363;8.0
243630000;8.0
24364;9.0
243640000;9.0
24365;8.0
243650000;8.0
24366;9.0
243660000;9.0
24367;7.0
243670000;7.0
24368;8.0
243680000;8.0
24369;9.0
243690000;9.0
24370;9.0
243700000;9.0
24371;9.0
243710000;9.0
243720101;10.0
243720102;10.0
24373;8.0
243730000;8.0
24374;8.0
243740000;8.0
24375;8.0
243750000;8.0
24376;7.0
243760000;7.0
24377;9.0
243770000;9.0
24378;8.0
243780000;8.0
24379;8.0
243790000;8.0
24380;10.0
243800000;10.0
24381;8.0
243810000;8.0
24382;8.0
243820000;8.0
24383;6.0
243830000;6.0
24384;7.0
243840000;7.0
24385;8.0
243850000;8.0
24386;8.0
243860000;8.0
24388;8.0
243880000;8.0
24389;8.0
243890000;8.0
24390;9.0
243900000;9.0
24391;8.0
243910000;8.0
24392;9.0
243920000;9.0
24393;8.0
243930000;8.0
24394;8.0
243940000;8.0
24395;8.0
243950000;8.0
24396;7.0
243960000;7.0
24397;8.0
243970000;8.0
24398;8.0
243980000;8.0
24399;8.0
243990000;8.0
24401;8.0
244010000;8.0
24402;6.0
244020000;6.0
24403;8.0
244030000;8.0
24404;9.0
244040000;9.0
24405;8.0
244050000;8.0
24406;8.0
244060000;8.0
24407;8.0
244070000;8.0
24408;8.0
244080000;8.0
24409;8.0
244090000;8.0
24410;8.0
244100000;8.0
24411;8.0
244110000;8.0
24412;9.0
244120000;9.0
24413;6.0
244130000;6.0
24414;10.0
244140000;10.0
24415;8.0
244150000;8.0
24416;8.0
244160000;8.0
24417;8.0
244170000;8.0
24418;8.0
244180000;8.0
24419;6.0
244190000;6.0
24420;8.0
244200000;8.0
24421;9.0
244210000;9.0
24422;8.0
244220000;8.0
24423;8.0
244230000;8.0
24424;8.0
244240000;8.0
24425;8.0
244250000;8.0
24426;8.0
244260000;8.0
24427;8.0
244270000;8.0
24428;8.0
244280000;8.0
24429;8.0
244290000;8.0
24430;8.0
244300000;8.0
24431;8.0
244310000;8.0
24432;8.0
244320000;8.0
24433;8.0
244330000;8.0
24434;8.0
244340000;8.0
24435;8.0
244350000;8.0
24436;8.0
244360000;8.0
24437;6.0
244370000;6.0
24438;8.0
244380000;8.0
24439;6.0
244390000;6.0
24441;8.0
244410000;8.0
24442;10.0
244420000;10.0
24443;7.0
244430000;7.0
24444;8.0
244440000;8.0
24445;8.0
244450000;8.0
24446;8.0
244460000;8.0
24447;6.0
244470000;6.0
24448;8.0
244480000;8.0
24449;8.0
244490000;8.0
24450;8.0
244500000;8.0
24451;8.0
244510000;8.0
24452;8.0
244520000;8.0
24453;8.0
244530000;8.0
24454;8.0
244540000;8.0
24455;8.0
244550000;8.0
24456;8.0
244560000;8.0
24457;8.0
244570000;8.0
24458;8.0
244580000;8.0
24459;8.0
244590000;8.0
24460;10.0
244600000;10.0
24461;8.0
244610000;8.0
24462;8.0
244620000;8.0
24463;8.0
244630000;8.0
24464;8.0
244640000;8.0
24465;8.0
244650000;8.0
24466;6.0
244660000;6.0
24468;6.0
244680000;6.0
24470;8.0
244700000;8.0
24471;9.0
244710000;9.0
24472;6.0
244720000;6.0
24473;8.0
244730000;8.0
24474;8.0
244740000;8.0
24475;8.0
244750000;8.0
24476;9.0
244760000;9.0
24477;8.0
244770000;8.0
24478;8.0
244780000;8.0
24479;8.0
244790000;8.0
24480;8.0
244800000;8.0
24481;8.0
244810000;8.0
24482;8.0
244820000;8.0
24483;8.0
244830000;8.0
24484;8.0
244840000;8.0
24485;10.0
244850000;10.0
24486;8.0
244860000;8.0
24487;9.0
244870000;9.0
24488;8.0
244880000;8.0
24489;8.0
244890000;8.0
24490;10.0
244900000;10.0
24491;8.0
244910000;8.0
24492;8.0
244920000;8.0
24493;8.0
244930000;8.0
24494;8.0
244940000;8.0
24495;9.0
244950000;9.0
24496;8.0
244960000;8.0
24497;9.0
244970000;9.0
24498;8.0
244980000;8.0
24499;6.0
244990000;6.0
24500;8.0
245000000;8.0
24501;8.0
245010000;8.0
24502;10.0
245020000;10.0
24503;8.0
245030000;8.0
24504;7.0
245040000;7.0
24505;8.0
245050000;8.0
24507;8.0
245070000;8.0
24508;8.0
245080000;8.0
24509;8.0
245090000;8.0
24510;8.0
245100000;8.0
24511;8.0
245110000;8.0
24512;8.0
245120000;8.0
24513;8.0
245130000;8.0
24514;6.0
245140000;6.0
24515;10.0
245150000;10.0
24516;10.0
245160000;10.0
24517;8.0
245170000;8.0
24518;9.0
245180000;9.0
24519;8.0
245190000;8.0
245200101;1.0
245200102;1.0
245200103;10.0
245200104;2.0
245200105;8.0
24521;9.0
245210000;9.0
24522;8.0
245220000;8.0
24523;6.0
245230000;6.0
24524;8.0
245240000;8.0
24525;7.0
245250000;7.0
24526;8.0
245260000;8.0
24527;10.0
245270000;10.0
24528;8.0
245280000;8.0
24529;10.0
245290000;10.0
24530;6.0
245300000;6.0
24531;8.0
245310000;8.0
24532;8.0
245320000;8.0
24533;8.0
245330000;8.0
24534;10.0
245340000;10.0
24535;8.0
245350000;8.0
24536;9.0
245360000;9.0
24537;8.0
245370000;8.0
24538;7.0
245380000;7.0
24540;8.0
245400000;8.0
24541;8.0
245410000;8.0
24542;6.0
245420000;6.0
24543;8.0
245430000;8.0
24544;8.0
245440000;8.0
24545;8.0
245450000;8.0
24546;8.0
245460000;8.0
245470101;2.0
245470102;9.0
24548;8.0
245480000;8.0
24549;8.0
245490000;8.0
24550;10.0
245500000;10.0
24551;7.0
245510000;7.0
24552;7.0
245520000;7.0
24553;10.0
245530000;10.0
24554;8.0
245540000;8.0
24555;8.0
245550000;8.0
245570101;7.0
245570102;7.0
24558;8.0
245580000;8.0
24559;7.0
245590000;7.0
24560;8.0
245600000;8.0
24561;6.0
245610000;6.0
24562;8.0
245620000;8.0
24563;7.0
245630000;7.0
24564;8.0
245640000;8.0
24565;8.0
245650000;8.0
24566;8.0
245660000;8.0
24567;8.0
245670000;8.0
24568;9.0
245680000;9.0
24569;10.0
245690000;10.0
24570;6.0
245700000;6.0
24571;10.0
245710000;10.0
24572;8.0
245720000;8.0
24573;8.0
245730000;8.0
24574;10.0
245740000;10.0
24575;8.0
245750000;8.0
24576;8.0
245760000;8.0
24577;10.0
245770000;10.0
24579;8.0
245790000;8.0
24580;8.0
245800000;8.0
24581;10.0
245810000;10.0
24582;8.0
245820000;8.0
24584;10.0
245840000;10.0
24585;10.0
245850000;10.0
24586;8.0
245860000;8.0
24587;8.0
245870000;8.0
25001;6.0
250010000;6.0
25002;6.0
250020000;6.0
25003;9.0
250030000;9.0
25004;9.0
250040000;9.0
25005;6.0
250050000;6.0
25006;6.0
250060000;6.0
25007;6.0
250070000;6.0
25008;6.0
250080000;6.0
25009;8.0
250090000;8.0
25011;6.0
250110000;6.0
25012;9.0
250120000;9.0
25013;9.0
250130000;9.0
25014;6.0
250140000;6.0
25015;10.0
250150000;10.0
25016;8.0
250160000;8.0
25017;9.0
250170000;9.0
25018;6.0
250180000;6.0
25019;9.0
250190000;9.0
25020;10.0
250200000;10.0
25021;10.0
250210000;10.0
25022;6.0
250220000;6.0
25024;9.0
250240000;9.0
25025;9.0
250250000;9.0
25026;6.0
250260000;6.0
25027;6.0
250270000;6.0
25028;6.0
250280000;6.0
25029;8.0
250290000;8.0
25030;9.0
250300000;9.0
250310101;1.0
250310102;5.0
250310103;1.0
250310104;2.0
250310105;10.0
250310106;4.0
250310107;10.0
25032;6.0
250320000;6.0
25033;6.0
250330000;6.0
25034;6.0
250340000;6.0
25035;6.0
250350000;6.0
25036;9.0
250360000;9.0
25038;8.0
250380000;8.0
25039;10.0
250390000;10.0
25040;9.0
250400000;9.0
25041;6.0
250410000;6.0
25042;6.0
250420000;6.0
25043;10.0
250430000;10.0
25044;8.0
250440000;8.0
25045;6.0
250450000;6.0
25046;6.0
250460000;6.0
250470101;2.0
250470102;2.0
25048;10.0
250480000;10.0
25049;9.0
250490000;9.0
25050;6.0
250500000;6.0
25051;8.0
250510000;8.0
25052;9.0
250520000;9.0
25053;6.0
250530000;6.0
25054;6.0
250540000;6.0
25055;6.0
250550000;6.0
250560101;3.0
250560102;3.0
250560103;3.0
250560104;3.0
250560105;9.0
250560201;7.0
250560301;4.0
250560302;1.0
250560303;1.0
250560304;3.0
250560401;3.0
250560402;3.0
250560501;1.0
250560502;3.0
250560503;3.0
250560504;1.0
250560505;1.0
250560506;1.0
250560601;1.0
250560701;5.0
250560702;1.0
250560703;1.0
250560801;1.0
250560802;1.0
250560803;1.0
250560804;3.0
250560805;1.0
250560901;1.0
250560902;3.0
250560903;1.0
250560904;1.0
250560905;5.0
250561001;1.0
250561002;1.0
250561003;4.0
250561004;4.0
250561005;2.0
250561101;2.0
250561104;5.0
250561105;2.0
250561201;4.0
250561202;4.0
250561203;4.0
250561204;4.0
250561205;4.0
250561206;3.0
250561207;4.0
250561208;3.0
250561209;9.0
250561210;3.0
250561301;2.0
250561401;10.0
250570101;9.0
250570102;4.0
250570103;5.0
25058;7.0
250580000;7.0
25059;9.0
250590000;9.0
25060;9.0
250600000;9.0
25061;8.0
250610000;8.0
25062;6.0
250620000;6.0
25063;9.0
250630000;9.0
25065;6.0
250650000;6.0
25066;8.0
250660000;8.0
25067;6.0
250670000;6.0
25070;9.0
250700000;9.0
25071;8.0
250710000;8.0
25072;8.0
250720000;8.0
25073;6.0
250730000;6.0
25074;6.0
250740000;6.0
25075;6.0
250750000;6.0
25076;9.0
250760000;9.0
25077;9.0
250770000;9.0
25078;6.0
250780000;6.0
25079;9.0
250790000;9.0
25082;6.0
250820000;6.0
25083;6.0
250830000;6.0
25084;9.0
250840000;9.0
25085;9.0
250850000;9.0
25086;6.0
250860000;6.0
25087;8.0
250870000;8.0
25088;6.0
250880000;6.0
25089;9.0
250890000;9.0
25090;8.0
250900000;8.0
25091;6.0
250910000;6.0
25092;8.0
250920000;8.0
25093;6.0
250930000;6.0
25094;6.0
250940000;6.0
25095;8.0
250950000;8.0
25096;10.0
250960000;10.0
25097;6.0
250970000;6.0
25098;8.0
250980000;8.0
25099;9.0
250990000;9.0
25100;9.0
251000000;9.0
25101;6.0
251010000;6.0
25102;6.0
251020000;6.0
25103;6.0
251030000;6.0
25104;10.0
251040000;10.0
25105;9.0
251050000;9.0
25106;8.0
251060000;8.0
25107;8.0
251070000;8.0
25108;6.0
251080000;6.0
25109;6.0
251090000;6.0
25110;6.0
251100000;6.0
25111;8.0
251110000;8.0
25112;2.0
251120000;2.0
25113;6.0
251130000;6.0
25114;9.0
251140000;9.0
25115;6.0
251150000;6.0
25116;6.0
251160000;6.0
25117;6.0
251170000;6.0
25119;6.0
251190000;6.0
25120;6.0
251200000;6.0
25121;9.0
251210000;9.0
25122;9.0
251220000;9.0
25123;9.0
251230000;9.0
25124;9.0
251240000;9.0
25125;8.0
251250000;8.0
25126;6.0
251260000;6.0
25127;2.0
251270000;2.0
25128;6.0
251280000;6.0
25129;8.0
251290000;8.0
25130;8.0
251300000;8.0
25131;7.0
251310000;7.0
25132;9.0
251320000;9.0
25133;6.0
251330000;6.0
25134;10.0
251340000;10.0
25136;6.0
251360000;6.0
25137;6.0
251370000;6.0
25138;6.0
251380000;6.0
25139;9.0
251390000;9.0
25140;6.0
251400000;6.0
25141;9.0
251410000;9.0
25142;10.0
251420000;10.0
25143;9.0
251430000;9.0
25145;6.0
251450000;6.0
25147;6.0
251470000;6.0
25148;6.0
251480000;6.0
25149;8.0
251490000;8.0
25150;6.0
251500000;6.0
25151;6.0
251510000;6.0
25152;6.0
251520000;6.0
25153;8.0
251530000;8.0
25154;9.0
251540000;9.0
25155;9.0
251550000;9.0
25156;10.0
251560000;10.0
25157;10.0
251570000;10.0
25159;10.0
251590000;10.0
25160;6.0
251600000;6.0
25161;9.0
251610000;9.0
25162;6.0
251620000;6.0
25163;6.0
251630000;6.0
25164;9.0
251640000;9.0
25166;6.0
251660000;6.0
25170;9.0
251700000;9.0
25171;10.0
251710000;10.0
25172;9.0
251720000;9.0
25173;8.0
251730000;8.0
25174;8.0
251740000;8.0
25175;6.0
251750000;6.0
25176;6.0
251760000;6.0
25177;6.0
251770000;6.0
25178;6.0
251780000;6.0
25179;6.0
251790000;6.0
25180;9.0
251800000;9.0
25181;8.0
251810000;8.0
25182;8.0
251820000;8.0
25183;6.0
251830000;6.0
25184;6.0
251840000;6.0
25185;9.0
251850000;9.0
25186;6.0
251860000;6.0
25187;6.0
251870000;6.0
25188;6.0
251880000;6.0
25189;6.0
251890000;6.0
25190;10.0
251900000;10.0
25191;8.0
251910000;8.0
25192;9.0
251920000;9.0
25193;10.0
251930000;10.0
25194;8.0
251940000;8.0
25195;10.0
251950000;10.0
25196;8.0
251960000;8.0
25197;8.0
251970000;8.0
25198;6.0
251980000;6.0
25199;6.0
251990000;6.0
25200;9.0
252000000;9.0
25201;9.0
252010000;9.0
25202;6.0
252020000;6.0
25203;8.0
252030000;8.0
25204;9.0
252040000;9.0
25207;6.0
252070000;6.0
25208;8.0
252080000;8.0
25209;6.0
252090000;6.0
25210;6.0
252100000;6.0
25211;6.0
252110000;6.0
25212;10.0
252120000;10.0
25213;6.0
252130000;6.0
25214;6.0
252140000;6.0
25215;6.0
252150000;6.0
25216;8.0
252160000;8.0
25217;10.0
252170000;10.0
25218;10.0
252180000;10.0
25219;6.0
252190000;6.0
25220;9.0
252200000;9.0
25221;8.0
252210000;8.0
25222;9.0
252220000;9.0
25223;8.0
252230000;8.0
25224;8.0
252240000;8.0
25225;6.0
252250000;6.0
25226;8.0
252260000;8.0
25227;9.0
252270000;9.0
252280101;10.0
252280102;10.0
25229;6.0
252290000;6.0
252300101;8.0
252300102;8.0
25231;6.0
252310000;6.0
25232;6.0
252320000;6.0
25233;6.0
252330000;6.0
25234;9.0
252340000;9.0
25235;6.0
252350000;6.0
25236;6.0
252360000;6.0
25237;10.0
252370000;10.0
25238;9.0
252380000;9.0
25239;6.0
252390000;6.0
25240;10.0
252400000;10.0
25241;9.0
252410000;9.0
25242;8.0
252420000;8.0
25243;9.0
252430000;9.0
25244;8.0
252440000;8.0
25245;6.0
252450000;6.0
25246;8.0
252460000;8.0
25247;6.0
252470000;6.0
25248;9.0
252480000;9.0
25249;9.0
252490000;9.0
25250;6.0
252500000;6.0
25251;9.0
252510000;9.0
25252;8.0
252520000;8.0
25253;6.0
252530000;6.0
25254;2.0
252540000;2.0
25255;10.0
252550000;10.0
25256;6.0
252560000;6.0
25257;6.0
252570000;6.0
25258;9.0
252580000;9.0
25259;10.0
252590000;10.0
25261;8.0
252610000;8.0
25262;9.0
252620000;9.0
25263;10.0
252630000;10.0
25264;8.0
252640000;8.0
25265;9.0
252650000;9.0
25266;8.0
252660000;8.0
25267;9.0
252670000;9.0
25268;6.0
252680000;6.0
25269;6.0
252690000;6.0
25270;9.0
252700000;9.0
25271;9.0
252710000;9.0
25273;6.0
252730000;6.0
25274;9.0
252740000;9.0
25275;10.0
252750000;10.0
25276;6.0
252760000;6.0
25277;6.0
252770000;6.0
25278;9.0
252780000;9.0
25279;8.0
252790000;8.0
25280;2.0
252800000;2.0
25281;6.0
252810000;6.0
25282;9.0
252820000;9.0
25283;8.0
252830000;8.0
252840101;2.0
252840102;5.0
25285;9.0
252850000;9.0
25286;6.0
252860000;6.0
25287;6.0
252870000;6.0
25288;9.0
252880000;9.0
25289;6.0
252890000;6.0
25290;6.0
252900000;6.0
25293;6.0
252930000;6.0
25295;9.0
252950000;9.0
25296;9.0
252960000;9.0
25297;9.0
252970000;9.0
25298;6.0
252980000;6.0
25299;8.0
252990000;8.0
25300;6.0
253000000;6.0
25301;9.0
253010000;9.0
25302;8.0
253020000;8.0
25303;6.0
253030000;6.0
25304;2.0
253040000;2.0
25305;6.0
253050000;6.0
25306;6.0
253060000;6.0
25307;2.0
253070000;2.0
25308;9.0
253080000;9.0
25309;9.0
253090000;9.0
25310;9.0
253100000;9.0
25311;6.0
253110000;6.0
25312;9.0
253120000;9.0
25313;8.0
253130000;8.0
25314;9.0
253140000;9.0
25315;2.0
253150000;2.0
25316;6.0
253160000;6.0
25317;8.0
253170000;8.0
25318;2.0
253180000;2.0
25319;6.0
253190000;6.0
25320;2.0
253200000;2.0
25321;2.0
253210000;2.0
25322;6.0
253220000;6.0
25323;10.0
253230000;10.0
25324;8.0
253240000;8.0
25325;9.0
253250000;9.0
25326;6.0
253260000;6.0
25327;6.0
253270000;6.0
25328;6.0
253280000;6.0
25329;6.0
253290000;6.0
25330;6.0
253300000;6.0
25331;9.0
