codgeo;CLUSTER
385170103;6.0
38518;10.0
385180000;10.0
38519;6.0
385190000;6.0
38520;6.0
385200000;6.0
38521;8.0
385210000;8.0
38522;7.0
385220000;7.0
38523;6.0
385230000;6.0
385240101;9.0
385240102;9.0
38525;6.0
385250000;6.0
38526;6.0
385260000;6.0
38527;2.0
385270000;2.0
38528;9.0
385280000;9.0
38529;10.0
385290000;10.0
38530;10.0
385300000;10.0
38531;6.0
385310000;6.0
38532;6.0
385320000;6.0
38533;6.0
385330000;6.0
38534;1.0
385340000;1.0
38535;6.0
385350000;6.0
38536;6.0
385360000;6.0
385370101;5.0
385370102;2.0
38538;9.0
385380000;9.0
38539;6.0
385390000;6.0
38540;9.0
385400000;9.0
38541;9.0
385410000;9.0
38542;6.0
385420000;6.0
38543;9.0
385430000;9.0
385440101;4.0
385440102;1.0
385440103;4.0
385440201;3.0
385440202;10.0
385440301;4.0
385440302;5.0
385440303;5.0
385440304;5.0
385440401;1.0
385440402;2.0
385440403;4.0
385450101;2.0
385450102;9.0
38546;6.0
385460000;6.0
385470101;2.0
385470102;2.0
38548;2.0
385480000;2.0
38549;7.0
385490000;7.0
38550;1.0
385500000;1.0
38551;7.0
385510000;7.0
38552;6.0
385520000;6.0
385530101;10.0
385530102;4.0
385530103;4.0
385530104;6.0
385530106;4.0
385530107;5.0
385530108;5.0
38554;6.0
385540000;6.0
38555;6.0
385550000;6.0
38556;6.0
385560000;6.0
38557;6.0
385570000;6.0
38558;6.0
385580000;6.0
38559;2.0
385590000;2.0
38560;10.0
385600000;10.0
38561;10.0
385610000;10.0
385620101;1.0
385620102;1.0
385620103;2.0
385630101;2.0
385630102;2.0
385630103;1.0
385630104;1.0
385630105;1.0
385630106;1.0
385630107;4.0
385630108;6.0
38564;6.0
385640000;6.0
385650101;2.0
385650102;9.0
385650103;5.0
385650104;9.0
38566;6.0
385660000;6.0
38567;1.0
385670000;1.0
39001;6.0
390010000;6.0
39002;8.0
390020000;8.0
39003;8.0
390030000;8.0
39004;6.0
390040000;6.0
39006;6.0
390060000;6.0
39007;9.0
390070000;9.0
39008;6.0
390080000;6.0
39009;9.0
390090000;9.0
39010;8.0
390100000;8.0
39011;8.0
390110000;8.0
39013;7.0
390130000;7.0
39014;6.0
390140000;6.0
39015;8.0
390150000;8.0
39016;10.0
390160000;10.0
39017;8.0
390170000;8.0
39018;9.0
390180000;9.0
39019;9.0
390190000;9.0
39020;8.0
390200000;8.0
39021;8.0
390210000;8.0
39022;8.0
390220000;8.0
39023;8.0
390230000;8.0
39024;9.0
390240000;9.0
39025;8.0
390250000;8.0
39026;8.0
390260000;8.0
39027;8.0
390270000;8.0
39028;8.0
390280000;8.0
39029;6.0
390290000;6.0
39030;9.0
390300000;9.0
39031;9.0
390310000;9.0
39032;6.0
390320000;6.0
39034;6.0
390340000;6.0
39035;10.0
390350000;10.0
39036;9.0
390360000;9.0
39037;6.0
390370000;6.0
39038;9.0
390380000;9.0
39039;9.0
390390000;9.0
39040;6.0
390400000;6.0
39041;8.0
390410000;8.0
39042;6.0
390420000;6.0
39043;8.0
390430000;8.0
39045;6.0
390450000;6.0
39046;9.0
390460000;9.0
39047;9.0
390470000;9.0
39048;6.0
390480000;6.0
39049;6.0
390490000;6.0
39050;8.0
390500000;8.0
39051;8.0
390510000;8.0
39052;9.0
390520000;9.0
39053;9.0
390530000;9.0
39054;8.0
390540000;8.0
39055;6.0
390550000;6.0
39056;1.0
390560000;1.0
39057;9.0
390570000;9.0
39058;6.0
390580000;6.0
39059;2.0
390590000;2.0
39060;8.0
390600000;8.0
39061;9.0
390610000;9.0
39062;10.0
390620000;10.0
39063;10.0
390630000;10.0
39064;8.0
390640000;8.0
39065;8.0
390650000;8.0
39066;8.0
390660000;8.0
39068;8.0
390680000;8.0
39069;7.0
390690000;7.0
39070;6.0
390700000;6.0
39072;8.0
390720000;8.0
39073;8.0
390730000;8.0
39074;6.0
390740000;6.0
39075;8.0
390750000;8.0
39076;6.0
390760000;6.0
39077;8.0
390770000;8.0
39078;9.0
390780000;9.0
39079;6.0
390790000;6.0
39080;8.0
390800000;8.0
39081;8.0
390810000;8.0
39083;10.0
390830000;10.0
39084;10.0
390840000;10.0
39085;9.0
390850000;9.0
39086;9.0
390860000;9.0
39088;9.0
390880000;9.0
39089;8.0
390890000;8.0
39090;6.0
390900000;6.0
39091;6.0
390910000;6.0
39092;8.0
390920000;8.0
39093;8.0
390930000;8.0
39094;9.0
390940000;9.0
39095;9.0
390950000;9.0
39096;6.0
390960000;6.0
390970101;2.0
390970102;2.0
390970103;2.0
390970104;1.0
39099;6.0
390990000;6.0
39100;8.0
391000000;8.0
39101;10.0
391010000;10.0
39102;6.0
391020000;6.0
39103;6.0
391030000;6.0
39104;8.0
391040000;8.0
39105;8.0
391050000;8.0
39106;8.0
391060000;8.0
39107;8.0
391070000;8.0
39108;6.0
391080000;6.0
39109;8.0
391090000;8.0
39110;8.0
391100000;8.0
39111;8.0
391110000;8.0
39112;8.0
391120000;8.0
39113;10.0
391130000;10.0
39114;8.0
391140000;8.0
39115;10.0
391150000;10.0
39116;8.0
391160000;8.0
39117;8.0
391170000;8.0
39118;8.0
391180000;8.0
39119;8.0
391190000;8.0
39120;6.0
391200000;6.0
39121;6.0
391210000;6.0
39122;8.0
391220000;8.0
39123;6.0
391230000;6.0
39124;8.0
391240000;8.0
39126;9.0
391260000;9.0
39127;6.0
391270000;6.0
39128;10.0
391280000;10.0
39129;10.0
391290000;10.0
39130;9.0
391300000;9.0
39131;9.0
391310000;9.0
39132;8.0
391320000;8.0
39133;8.0
391330000;8.0
39134;6.0
391340000;6.0
39135;6.0
391350000;6.0
39136;7.0
391360000;7.0
39137;6.0
391370000;6.0
39138;6.0
391380000;6.0
39139;8.0
391390000;8.0
39140;8.0
391400000;8.0
39141;9.0
391410000;9.0
39142;8.0
391420000;8.0
39143;9.0
391430000;9.0
39145;6.0
391450000;6.0
39146;6.0
391460000;6.0
39147;8.0
391470000;8.0
39148;6.0
391480000;6.0
39149;8.0
391490000;8.0
39150;10.0
391500000;10.0
39151;8.0
391510000;8.0
39153;8.0
391530000;8.0
39154;2.0
391540000;2.0
39155;8.0
391550000;8.0
39156;6.0
391560000;6.0
39157;6.0
391570000;6.0
39158;8.0
391580000;8.0
39159;8.0
391590000;8.0
39160;8.0
391600000;8.0
39161;10.0
391610000;10.0
39162;6.0
391620000;6.0
39163;9.0
391630000;9.0
39164;8.0
391640000;8.0
39165;8.0
391650000;8.0
39166;8.0
391660000;8.0
39167;8.0
391670000;8.0
39168;8.0
391680000;8.0
39169;8.0
391690000;8.0
39170;9.0
391700000;9.0
39171;6.0
391710000;6.0
39172;6.0
391720000;6.0
39173;7.0
391730000;7.0
39174;8.0
391740000;8.0
39175;8.0
391750000;8.0
39176;10.0
391760000;10.0
39177;8.0
391770000;8.0
39178;8.0
391780000;8.0
39179;9.0
391790000;9.0
39180;8.0
391800000;8.0
39182;6.0
391820000;6.0
39183;9.0
391830000;9.0
39184;8.0
391840000;8.0
39185;8.0
391850000;8.0
39186;9.0
391860000;9.0
39187;9.0
391870000;9.0
39188;6.0
391880000;6.0
39189;10.0
391890000;10.0
39190;9.0
391900000;9.0
39191;6.0
391910000;6.0
39192;8.0
391920000;8.0
39193;6.0
391930000;6.0
39194;8.0
391940000;8.0
39195;6.0
391950000;6.0
39196;8.0
391960000;8.0
39197;8.0
391970000;8.0
391980101;7.0
391980102;2.0
391980103;1.0
391980104;2.0
391980105;3.0
391980106;1.0
391980107;1.0
391980108;2.0
391980109;8.0
391980110;2.0
391980111;8.0
391980112;5.0
391980113;4.0
391980114;4.0
39199;10.0
391990000;10.0
39200;6.0
392000000;6.0
39201;10.0
392010000;10.0
39202;8.0
392020000;8.0
39203;9.0
392030000;9.0
39204;8.0
392040000;8.0
39205;6.0
392050000;6.0
39206;6.0
392060000;6.0
39207;6.0
392070000;6.0
39208;6.0
392080000;6.0
39209;8.0
392090000;8.0
39210;6.0
392100000;6.0
39211;8.0
392110000;8.0
39213;7.0
392130000;7.0
39214;9.0
392140000;9.0
39215;7.0
392150000;7.0
39216;10.0
392160000;10.0
39217;9.0
392170000;9.0
39218;9.0
392180000;9.0
39219;6.0
392190000;6.0
39220;6.0
392200000;6.0
39221;6.0
392210000;6.0
39222;6.0
392220000;6.0
39223;6.0
392230000;6.0
39224;8.0
392240000;8.0
39225;9.0
392250000;9.0
39226;6.0
392260000;6.0
39227;7.0
392270000;7.0
39228;10.0
392280000;10.0
39229;9.0
392290000;9.0
39230;6.0
392300000;6.0
39232;9.0
392320000;9.0
39233;10.0
392330000;10.0
39234;6.0
392340000;6.0
39235;2.0
392350000;2.0
39236;8.0
392360000;8.0
39237;8.0
392370000;8.0
39238;8.0
392380000;8.0
39239;8.0
392390000;8.0
39240;10.0
392400000;10.0
39241;8.0
392410000;8.0
39243;6.0
392430000;6.0
39244;8.0
392440000;8.0
39245;6.0
392450000;6.0
39246;9.0
392460000;9.0
39247;6.0
392470000;6.0
39248;6.0
392480000;6.0
39249;6.0
392490000;6.0
39250;7.0
392500000;7.0
39251;8.0
392510000;8.0
39252;8.0
392520000;8.0
39253;9.0
392530000;9.0
39254;6.0
392540000;6.0
39255;7.0
392550000;7.0
39258;9.0
392580000;9.0
39259;9.0
392590000;9.0
39260;8.0
392600000;8.0
39261;8.0
392610000;8.0
39262;9.0
392620000;9.0
39263;9.0
392630000;9.0
39264;8.0
392640000;8.0
39265;8.0
392650000;8.0
39266;8.0
392660000;8.0
39267;8.0
392670000;8.0
39268;10.0
392680000;10.0
39269;9.0
392690000;9.0
39270;6.0
392700000;6.0
39271;9.0
392710000;9.0
39272;8.0
392720000;8.0
39273;7.0
392730000;7.0
39274;10.0
392740000;10.0
39275;2.0
392750000;2.0
39277;6.0
392770000;6.0
39278;9.0
392780000;9.0
39279;8.0
392790000;8.0
39280;8.0
392800000;8.0
39281;6.0
392810000;6.0
39282;8.0
392820000;8.0
39283;9.0
392830000;9.0
39284;8.0
392840000;8.0
39285;9.0
392850000;9.0
39286;10.0
392860000;10.0
39287;6.0
392870000;6.0
39288;8.0
392880000;8.0
39289;9.0
392890000;9.0
39290;6.0
392900000;6.0
39291;8.0
392910000;8.0
39292;6.0
392920000;6.0
39293;6.0
392930000;6.0
39294;6.0
392940000;6.0
39295;8.0
392950000;8.0
39296;8.0
392960000;8.0
39297;10.0
392970000;10.0
39298;8.0
392980000;8.0
39299;6.0
392990000;6.0
393000101;10.0
393000102;3.0
393000103;4.0
393000104;10.0
393000105;4.0
393000106;1.0
393000107;3.0
393000108;7.0
39301;9.0
393010000;9.0
39302;6.0
393020000;6.0
39303;6.0
393030000;6.0
39304;8.0
393040000;8.0
39305;6.0
393050000;6.0
39306;8.0
393060000;8.0
39307;9.0
393070000;9.0
39308;6.0
393080000;6.0
39309;8.0
393090000;8.0
39310;8.0
393100000;8.0
39312;8.0
393120000;8.0
39313;8.0
393130000;8.0
39314;9.0
393140000;9.0
39315;6.0
393150000;6.0
39317;6.0
393170000;6.0
39318;9.0
393180000;9.0
39319;6.0
393190000;6.0
39320;8.0
393200000;8.0
39321;6.0
393210000;6.0
39322;8.0
393220000;8.0
39323;8.0
393230000;8.0
39324;6.0
393240000;6.0
39325;8.0
393250000;8.0
39326;9.0
393260000;9.0
39327;9.0
393270000;9.0
39328;10.0
393280000;10.0
39329;10.0
393290000;10.0
39330;10.0
393300000;10.0
39331;10.0
393310000;10.0
39332;8.0
393320000;8.0
39333;2.0
393330000;2.0
39334;10.0
393340000;10.0
39335;2.0
393350000;2.0
39336;6.0
393360000;6.0
39337;8.0
393370000;8.0
39338;8.0
393380000;8.0
39339;2.0
393390000;2.0
39340;8.0
393400000;8.0
39341;9.0
393410000;9.0
39342;8.0
393420000;8.0
39343;8.0
393430000;8.0
39344;6.0
393440000;6.0
39345;6.0
393450000;6.0
39346;8.0
393460000;8.0
39347;8.0
393470000;8.0
39348;8.0
393480000;8.0
39349;6.0
393490000;6.0
39350;8.0
393500000;8.0
39351;6.0
393510000;6.0
39352;6.0
393520000;6.0
39353;7.0
393530000;7.0
39354;9.0
393540000;9.0
39355;8.0
393550000;8.0
39356;10.0
393560000;10.0
39359;6.0
393590000;6.0
39360;8.0
393600000;8.0
39361;8.0
393610000;8.0
39362;7.0
393620000;7.0
39363;8.0
393630000;8.0
39364;9.0
393640000;9.0
39365;10.0
393650000;10.0
39366;6.0
393660000;6.0
39367;10.0
393670000;10.0
393680101;1.0
393680102;1.0
393680103;4.0
39370;2.0
393700000;2.0
39371;6.0
393710000;6.0
39372;9.0
393720000;9.0
39373;2.0
393730000;2.0
39375;6.0
393750000;6.0
39376;10.0
393760000;10.0
39377;8.0
393770000;8.0
39378;8.0
393780000;8.0
39379;8.0
393790000;8.0
39380;7.0
393800000;7.0
39381;8.0
393810000;8.0
39382;8.0
393820000;8.0
39385;8.0
393850000;8.0
39386;6.0
393860000;6.0
39387;10.0
393870000;10.0
39388;8.0
393880000;8.0
39389;8.0
393890000;8.0
39390;9.0
393900000;9.0
39391;10.0
393910000;10.0
39392;8.0
393920000;8.0
39393;10.0
393930000;10.0
39394;8.0
393940000;8.0
39395;8.0
393950000;8.0
39396;2.0
393960000;2.0
39397;7.0
393970000;7.0
39398;6.0
393980000;6.0
39399;9.0
393990000;9.0
39400;6.0
394000000;6.0
39401;6.0
394010000;6.0
39402;9.0
394020000;9.0
39403;9.0
394030000;9.0
39404;8.0
394040000;8.0
39405;6.0
394050000;6.0
39406;9.0
394060000;9.0
39407;8.0
394070000;8.0
39408;8.0
394080000;8.0
39409;8.0
394090000;8.0
39411;8.0
394110000;8.0
39412;8.0
394120000;8.0
39413;10.0
394130000;10.0
39414;8.0
394140000;8.0
39415;9.0
394150000;9.0
39417;10.0
394170000;10.0
39418;8.0
394180000;8.0
39419;9.0
394190000;9.0
39420;8.0
394200000;8.0
39421;6.0
394210000;6.0
39422;6.0
394220000;6.0
39423;8.0
394230000;8.0
39424;8.0
394240000;8.0
39425;8.0
394250000;8.0
39426;8.0
394260000;8.0
39427;9.0
394270000;9.0
39428;10.0
394280000;10.0
39429;6.0
394290000;6.0
39430;8.0
394300000;8.0
39431;9.0
394310000;9.0
39432;8.0
394320000;8.0
39434;1.0
394340000;1.0
39435;7.0
394350000;7.0
39436;8.0
394360000;8.0
39437;10.0
394370000;10.0
39438;6.0
394380000;6.0
39439;10.0
394390000;10.0
39440;9.0
394400000;9.0
39441;2.0
394410000;2.0
39442;9.0
394420000;9.0
39443;8.0
394430000;8.0
39444;8.0
394440000;8.0
39445;6.0
394450000;6.0
39446;8.0
394460000;8.0
39447;8.0
394470000;8.0
39448;6.0
394480000;6.0
39449;6.0
394490000;6.0
39451;10.0
394510000;10.0
39452;9.0
394520000;9.0
39453;9.0
394530000;9.0
39454;8.0
394540000;8.0
39455;8.0
394550000;8.0
39456;9.0
394560000;9.0
39457;7.0
394570000;7.0
39458;8.0
394580000;8.0
39460;8.0
394600000;8.0
39461;6.0
394610000;6.0
39462;10.0
394620000;10.0
39463;6.0
394630000;6.0
39464;6.0
394640000;6.0
39465;6.0
394650000;6.0
39466;8.0
394660000;8.0
39467;8.0
394670000;8.0
39468;8.0
394680000;8.0
39469;10.0
394690000;10.0
39470;2.0
394700000;2.0
39471;9.0
394710000;9.0
39472;8.0
394720000;8.0
39473;6.0
394730000;6.0
39474;10.0
394740000;10.0
39475;2.0
394750000;2.0
39476;9.0
394760000;9.0
39477;6.0
394770000;6.0
394780101;1.0
394780102;1.0
394780103;4.0
394780104;1.0
394780105;4.0
394780106;9.0
394780107;6.0
394780108;6.0
394780109;8.0
394780110;6.0
394780111;8.0
394780112;8.0
39479;6.0
394790000;6.0
39480;6.0
394800000;6.0
39481;9.0
394810000;9.0
39482;6.0
394820000;6.0
39483;9.0
394830000;9.0
39484;8.0
394840000;8.0
39485;10.0
394850000;10.0
39486;8.0
394860000;8.0
39487;2.0
394870000;2.0
39488;9.0
394880000;9.0
39489;8.0
394890000;8.0
39490;6.0
394900000;6.0
39491;2.0
394910000;2.0
39492;9.0
394920000;9.0
39493;6.0
394930000;6.0
39494;9.0
394940000;9.0
39495;9.0
394950000;9.0
39497;6.0
394970000;6.0
39498;6.0
394980000;6.0
39499;6.0
394990000;6.0
39500;2.0
395000000;2.0
39501;9.0
395010000;9.0
39502;9.0
395020000;9.0
39503;8.0
395030000;8.0
39504;8.0
395040000;8.0
39505;7.0
395050000;7.0
39506;8.0
395060000;8.0
39507;8.0
395070000;8.0
39508;7.0
395080000;7.0
39509;7.0
395090000;7.0
39510;2.0
395100000;2.0
39511;9.0
395110000;9.0
39512;8.0
395120000;8.0
39513;9.0
395130000;9.0
39514;6.0
395140000;6.0
39517;10.0
395170000;10.0
39518;8.0
395180000;8.0
39519;8.0
395190000;8.0
39520;9.0
395200000;9.0
39522;8.0
395220000;8.0
39523;10.0
395230000;10.0
39525;9.0
395250000;9.0
39526;10.0
395260000;10.0
39527;8.0
395270000;8.0
39528;8.0
395280000;8.0
39529;8.0
395290000;8.0
39530;10.0
395300000;10.0
39531;8.0
395310000;8.0
39532;8.0
395320000;8.0
39533;8.0
395330000;8.0
39534;9.0
395340000;9.0
39535;6.0
395350000;6.0
39537;8.0
395370000;8.0
39538;8.0
395380000;8.0
39539;8.0
395390000;8.0
39540;9.0
395400000;9.0
39542;8.0
395420000;8.0
39543;10.0
395430000;10.0
39544;8.0
395440000;8.0
39545;8.0
395450000;8.0
39546;9.0
395460000;9.0
39547;9.0
395470000;9.0
39548;9.0
395480000;9.0
39549;8.0
395490000;8.0
39550;8.0
395500000;8.0
39551;8.0
395510000;8.0
39552;10.0
395520000;10.0
39553;6.0
395530000;6.0
39554;9.0
395540000;9.0
39555;9.0
395550000;9.0
39556;8.0
395560000;8.0
39557;8.0
395570000;8.0
39558;8.0
395580000;8.0
39559;8.0
395590000;8.0
39560;8.0
395600000;8.0
39561;9.0
395610000;9.0
39562;6.0
395620000;6.0
39564;8.0
395640000;8.0
39565;8.0
395650000;8.0
39566;10.0
395660000;10.0
39567;9.0
395670000;9.0
39568;6.0
395680000;6.0
39569;9.0
395690000;9.0
39570;8.0
395700000;8.0
39571;6.0
395710000;6.0
39572;8.0
395720000;8.0
39573;8.0
395730000;8.0
39574;8.0
395740000;8.0
39575;8.0
395750000;8.0
39576;8.0
395760000;8.0
39577;6.0
395770000;6.0
39579;9.0
395790000;9.0
39581;6.0
395810000;6.0
39582;8.0
395820000;8.0
39583;8.0
395830000;8.0
39584;8.0
395840000;8.0
39585;8.0
395850000;8.0
39586;7.0
395860000;7.0
400010101;10.0
400010102;7.0
40002;8.0
400020000;8.0
40003;6.0
400030000;6.0
40004;9.0
400040000;9.0
40005;8.0
400050000;8.0
40006;10.0
400060000;10.0
40007;6.0
400070000;6.0
40008;9.0
400080000;9.0
40009;10.0
400090000;10.0
40011;6.0
400110000;6.0
40012;9.0
400120000;9.0
40013;9.0
400130000;9.0
40014;8.0
400140000;8.0
40015;7.0
400150000;7.0
40016;6.0
400160000;6.0
40017;6.0
400170000;6.0
40018;6.0
400180000;6.0
40019;10.0
400190000;10.0
40020;6.0
400200000;6.0
40021;8.0
400210000;8.0
40022;9.0
400220000;9.0
40023;8.0
400230000;8.0
40024;6.0
400240000;6.0
40025;6.0
400250000;6.0
40026;6.0
400260000;6.0
40027;8.0
400270000;8.0
40028;6.0
400280000;6.0
40029;6.0
400290000;6.0
40030;7.0
400300000;7.0
40031;8.0
400310000;8.0
40032;10.0
400320000;10.0
40033;6.0
400330000;6.0
40034;6.0
400340000;6.0
40035;9.0
400350000;9.0
40036;9.0
400360000;9.0
40037;6.0
400370000;6.0
40038;8.0
400380000;8.0
40039;8.0
400390000;8.0
40040;6.0
400400000;6.0
40041;6.0
400410000;6.0
40042;6.0
400420000;6.0
40043;10.0
400430000;10.0
40044;6.0
400440000;6.0
400460101;7.0
400460102;2.0
400460103;10.0
400460104;8.0
40047;6.0
400470000;6.0
40048;6.0
400480000;6.0
40049;6.0
400490000;6.0
40050;6.0
400500000;6.0
40051;6.0
400510000;6.0
40052;8.0
400520000;8.0
40053;8.0
400530000;8.0
40054;9.0
400540000;9.0
40055;6.0
400550000;6.0
40056;10.0
400560000;10.0
40057;9.0
400570000;9.0
40058;8.0
400580000;8.0
40059;6.0
400590000;6.0
40060;8.0
400600000;8.0
40061;6.0
400610000;6.0
40062;9.0
400620000;9.0
40063;9.0
400630000;9.0
40064;8.0
400640000;8.0
400650101;2.0
400650102;2.0
400650103;7.0
40066;6.0
400660000;6.0
40067;6.0
400670000;6.0
40068;9.0
400680000;9.0
40069;6.0
400690000;6.0
40070;6.0
400700000;6.0
40071;9.0
400710000;9.0
40072;6.0
400720000;6.0
40073;8.0
400730000;8.0
40074;6.0
400740000;6.0
40075;10.0
400750000;10.0
40076;6.0
400760000;6.0
40077;9.0
400770000;9.0
40078;6.0
400780000;6.0
40079;6.0
400790000;6.0
40080;9.0
400800000;9.0
40081;6.0
400810000;6.0
40082;6.0
400820000;6.0
40083;9.0
400830000;9.0
40084;6.0
400840000;6.0
40085;9.0
400850000;9.0
40086;6.0
400860000;6.0
40087;10.0
400870000;10.0
400880101;3.0
400880102;3.0
400880103;3.0
400880104;5.0
400880105;2.0
400880106;1.0
400880107;1.0
400880108;2.0
40089;6.0
400890000;6.0
40090;8.0
400900000;8.0
40091;6.0
400910000;6.0
40092;6.0
400920000;6.0
40093;9.0
400930000;9.0
40094;8.0
400940000;8.0
40095;6.0
400950000;6.0
40096;8.0
400960000;8.0
40097;2.0
400970000;2.0
40098;6.0
400980000;6.0
40099;6.0
400990000;6.0
40100;8.0
401000000;8.0
40101;6.0
401010000;6.0
40102;8.0
401020000;8.0
40103;9.0
401030000;9.0
40104;6.0
401040000;6.0
40105;9.0
401050000;9.0
40106;6.0
401060000;6.0
40107;6.0
401070000;6.0
40108;10.0
401080000;10.0
40109;6.0
401090000;6.0
40110;10.0
401100000;10.0
40111;6.0
401110000;6.0
40112;6.0
401120000;6.0
40113;6.0
401130000;6.0
40114;6.0
401140000;6.0
40115;6.0
401150000;6.0
40116;6.0
401160000;6.0
40117;10.0
401170000;10.0
40118;10.0
401180000;10.0
40119;7.0
401190000;7.0
40120;6.0
401200000;6.0
40121;6.0
401210000;6.0
40122;6.0
401220000;6.0
40123;9.0
401230000;9.0
40124;8.0
401240000;8.0
40125;9.0
401250000;9.0
40126;9.0
401260000;9.0
40127;8.0
401270000;8.0
40128;6.0
401280000;6.0
40129;6.0
401290000;6.0
40130;6.0
401300000;6.0
40131;8.0
401310000;8.0
40132;9.0
401320000;9.0
40133;9.0
401330000;9.0
40134;10.0
401340000;10.0
40135;10.0
401350000;10.0
40136;9.0
401360000;9.0
40137;8.0
401370000;8.0
40138;6.0
401380000;6.0
40139;6.0
401390000;6.0
40140;6.0
401400000;6.0
40141;6.0
401410000;6.0
40142;9.0
401420000;9.0
40143;9.0
401430000;9.0
40144;6.0
401440000;6.0
40145;6.0
401450000;6.0
40146;6.0
401460000;6.0
40147;8.0
401470000;8.0
40148;6.0
401480000;6.0
40149;8.0
401490000;8.0
40150;10.0
401500000;10.0
40151;6.0
401510000;6.0
40152;9.0
401520000;9.0
40153;8.0
401530000;8.0
40154;8.0
401540000;8.0
40155;10.0
401550000;10.0
40156;9.0
401560000;9.0
40157;8.0
401570000;8.0
40158;8.0
401580000;8.0
40159;8.0
401590000;8.0
40160;6.0
401600000;6.0
40161;8.0
401610000;8.0
40162;6.0
401620000;6.0
40163;8.0
401630000;8.0
40164;8.0
401640000;8.0
40165;8.0
401650000;8.0
40166;6.0
401660000;6.0
40167;8.0
401670000;8.0
40168;10.0
401680000;10.0
40169;10.0
401690000;10.0
40170;6.0
401700000;6.0
40171;8.0
401710000;8.0
40172;6.0
401720000;6.0
40173;6.0
401730000;6.0
40174;6.0
401740000;6.0
40175;6.0
401750000;6.0
40176;8.0
401760000;8.0
40177;6.0
401770000;6.0
40178;6.0
401780000;6.0
40179;8.0
401790000;8.0
40180;9.0
401800000;9.0
40181;8.0
401810000;8.0
40182;8.0
401820000;8.0
40183;6.0
401830000;6.0
401840101;8.0
401840102;2.0
401840103;10.0
40185;8.0
401850000;8.0
40186;6.0
401860000;6.0
40187;2.0
401870000;2.0
40188;9.0
401880000;9.0
40189;8.0
401890000;8.0
40190;6.0
401900000;6.0
40191;6.0
401910000;6.0
401920101;8.0
401920102;7.0
401920103;10.0
401920104;1.0
401920105;1.0
401920106;1.0
401920107;1.0
401920108;10.0
401920109;8.0
401920110;8.0
401920111;5.0
401920112;9.0
40193;8.0
401930000;8.0
40194;10.0
401940000;10.0
40195;6.0
401950000;6.0
40196;6.0
401960000;6.0
40197;10.0
401970000;10.0
40198;9.0
401980000;9.0
40199;6.0
401990000;6.0
40200;10.0
402000000;10.0
40201;10.0
402010000;10.0
40202;10.0
402020000;10.0
40203;6.0
402030000;6.0
40204;8.0
402040000;8.0
40205;6.0
402050000;6.0
40206;9.0
402060000;9.0
40207;6.0
402070000;6.0
40208;6.0
402080000;6.0
40209;10.0
402090000;10.0
40210;10.0
402100000;10.0
40211;6.0
402110000;6.0
40212;6.0
402120000;6.0
40213;6.0
402130000;6.0
40214;6.0
402140000;6.0
40215;8.0
402150000;8.0
40216;6.0
402160000;6.0
40217;10.0
402170000;10.0
40218;8.0
402180000;8.0
40219;6.0
402190000;6.0
40220;8.0
402200000;8.0
40221;10.0
402210000;10.0
40222;6.0
402220000;6.0
40223;6.0
402230000;6.0
40224;10.0
402240000;10.0
40225;6.0
402250000;6.0
40226;8.0
402260000;8.0
40227;7.0
402270000;7.0
40228;10.0
402280000;10.0
40229;10.0
402290000;10.0
40230;10.0
402300000;10.0
40231;8.0
402310000;8.0
40232;6.0
402320000;6.0
40233;9.0
402330000;9.0
40234;9.0
402340000;9.0
40235;9.0
402350000;9.0
40236;6.0
402360000;6.0
40237;6.0
402370000;6.0
40238;6.0
402380000;6.0
40239;6.0
402390000;6.0
40240;6.0
402400000;6.0
40242;8.0
402420000;8.0
40243;10.0
402430000;10.0
40244;9.0
402440000;9.0
40245;10.0
402450000;10.0
40246;10.0
402460000;10.0
40247;6.0
402470000;6.0
40248;6.0
402480000;6.0
40249;9.0
402490000;9.0
40250;9.0
402500000;9.0
40251;6.0
402510000;6.0
40252;6.0
402520000;6.0
40253;9.0
402530000;9.0
40254;6.0
402540000;6.0
40255;6.0
402550000;6.0
40256;6.0
402560000;6.0
40257;8.0
402570000;8.0
40258;6.0
402580000;6.0
40259;6.0
402590000;6.0
40260;9.0
402600000;9.0
40261;9.0
402610000;9.0
40262;6.0
402620000;6.0
40263;6.0
402630000;6.0
40264;9.0
402640000;9.0
40265;6.0
402650000;6.0
40266;10.0
402660000;10.0
40267;8.0
402670000;8.0
40268;6.0
402680000;6.0
40269;9.0
402690000;9.0
40270;8.0
402700000;8.0
40271;6.0
402710000;6.0
40272;9.0
402720000;9.0
40273;9.0
402730000;9.0
40274;6.0
402740000;6.0
40275;6.0
402750000;6.0
40276;8.0
402760000;8.0
40277;6.0
402770000;6.0
40278;8.0
402780000;8.0
402790101;2.0
402790102;1.0
402790103;7.0
402790104;10.0
402790105;1.0
40280;10.0
402800000;10.0
402810101;7.0
402810102;2.0
402810103;10.0
40282;10.0
402820000;10.0
40283;10.0
402830000;10.0
402840101;7.0
402840102;10.0
40285;6.0
402850000;6.0
40286;9.0
402860000;9.0
40287;10.0
402870000;10.0
40288;6.0
402880000;6.0
40289;6.0
402890000;6.0
40290;6.0
402900000;6.0
40291;6.0
402910000;6.0
40292;6.0
402920000;6.0
40293;10.0
402930000;10.0
40294;6.0
402940000;6.0
40295;9.0
402950000;9.0
40296;7.0
402960000;7.0
40297;10.0
402970000;10.0
